통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202308,서울특별시,종로구,심한 장애,남자,1250
202308,서울특별시,종로구,심한 장애,여자,845
202308,서울특별시,종로구,심하지 않은 장애,남자,2035
202308,서울특별시,종로구,심하지 않은 장애,여자,1565
202308,서울특별시,중구,심한 장애,남자,1131
202308,서울특별시,중구,심한 장애,여자,754
202308,서울특별시,중구,심하지 않은 장애,남자,1992
202308,서울특별시,중구,심하지 않은 장애,여자,1552
202308,서울특별시,용산구,심한 장애,남자,1588
202308,서울특별시,용산구,심한 장애,여자,1062
202308,서울특별시,용산구,심하지 않은 장애,남자,2721
202308,서울특별시,용산구,심하지 않은 장애,여자,2069
202308,서울특별시,성동구,심한 장애,남자,2262
202308,서울특별시,성동구,심한 장애,여자,1470
202308,서울특별시,성동구,심하지 않은 장애,남자,4057
202308,서울특별시,성동구,심하지 않은 장애,여자,3139
202308,서울특별시,광진구,심한 장애,남자,2518
202308,서울특별시,광진구,심한 장애,여자,1733
202308,서울특별시,광진구,심하지 않은 장애,남자,4451
202308,서울특별시,광진구,심하지 않은 장애,여자,3386
202308,서울특별시,동대문구,심한 장애,남자,3183
202308,서울특별시,동대문구,심한 장애,여자,2000
202308,서울특별시,동대문구,심하지 않은 장애,남자,5686
202308,서울특별시,동대문구,심하지 않은 장애,여자,4444
202308,서울특별시,중랑구,심한 장애,남자,4485
202308,서울특별시,중랑구,심한 장애,여자,2990
202308,서울특별시,중랑구,심하지 않은 장애,남자,7219
202308,서울특별시,중랑구,심하지 않은 장애,여자,5487
202308,서울특별시,성북구,심한 장애,남자,3528
202308,서울특별시,성북구,심한 장애,여자,2435
202308,서울특별시,성북구,심하지 않은 장애,남자,6195
202308,서울특별시,성북구,심하지 않은 장애,여자,4935
202308,서울특별시,강북구,심한 장애,남자,3682
202308,서울특별시,강북구,심한 장애,여자,2630
202308,서울특별시,강북구,심하지 않은 장애,남자,5974
202308,서울특별시,강북구,심하지 않은 장애,여자,4732
202308,서울특별시,도봉구,심한 장애,남자,3222
202308,서울특별시,도봉구,심한 장애,여자,2153
202308,서울특별시,도봉구,심하지 않은 장애,남자,5475
202308,서울특별시,도봉구,심하지 않은 장애,여자,4202
202308,서울특별시,노원구,심한 장애,남자,6559
202308,서울특별시,노원구,심한 장애,여자,4745
202308,서울특별시,노원구,심하지 않은 장애,남자,7879
202308,서울특별시,노원구,심하지 않은 장애,여자,6956
202308,서울특별시,은평구,심한 장애,남자,5082
202308,서울특별시,은평구,심한 장애,여자,3060
202308,서울특별시,은평구,심하지 않은 장애,남자,7406
202308,서울특별시,은평구,심하지 않은 장애,여자,5868
202308,서울특별시,서대문구,심한 장애,남자,2518
202308,서울특별시,서대문구,심한 장애,여자,1786
202308,서울특별시,서대문구,심하지 않은 장애,남자,4197
202308,서울특별시,서대문구,심하지 않은 장애,여자,3533
202308,서울특별시,마포구,심한 장애,남자,2810
202308,서울특별시,마포구,심한 장애,여자,2002
202308,서울특별시,마포구,심하지 않은 장애,남자,4323
202308,서울특별시,마포구,심하지 않은 장애,여자,3555
202308,서울특별시,양천구,심한 장애,남자,3708
202308,서울특별시,양천구,심한 장애,여자,2459
202308,서울특별시,양천구,심하지 않은 장애,남자,6509
202308,서울특별시,양천구,심하지 않은 장애,여자,4871
202308,서울특별시,강서구,심한 장애,남자,6962
202308,서울특별시,강서구,심한 장애,여자,4742
202308,서울특별시,강서구,심하지 않은 장애,남자,9408
202308,서울특별시,강서구,심하지 않은 장애,여자,7126
202308,서울특별시,구로구,심한 장애,남자,3932
202308,서울특별시,구로구,심한 장애,여자,2620
202308,서울특별시,구로구,심하지 않은 장애,남자,7113
202308,서울특별시,구로구,심하지 않은 장애,여자,5033
202308,서울특별시,금천구,심한 장애,남자,2519
202308,서울특별시,금천구,심한 장애,여자,1609
202308,서울특별시,금천구,심하지 않은 장애,남자,4553
202308,서울특별시,금천구,심하지 않은 장애,여자,3041
202308,서울특별시,영등포구,심한 장애,남자,3053
202308,서울특별시,영등포구,심한 장애,여자,1820
202308,서울특별시,영등포구,심하지 않은 장애,남자,5656
202308,서울특별시,영등포구,심하지 않은 장애,여자,4086
202308,서울특별시,동작구,심한 장애,남자,3040
202308,서울특별시,동작구,심한 장애,여자,2085
202308,서울특별시,동작구,심하지 않은 장애,남자,5111
202308,서울특별시,동작구,심하지 않은 장애,여자,3931
202308,서울특별시,관악구,심한 장애,남자,4272
202308,서울특별시,관악구,심한 장애,여자,2829
202308,서울특별시,관악구,심하지 않은 장애,남자,7435
202308,서울특별시,관악구,심하지 않은 장애,여자,5437
202308,서울특별시,서초구,심한 장애,남자,2363
202308,서울특별시,서초구,심한 장애,여자,1565
202308,서울특별시,서초구,심하지 않은 장애,남자,3561
202308,서울특별시,서초구,심하지 않은 장애,여자,2588
202308,서울특별시,강남구,심한 장애,남자,3996
202308,서울특별시,강남구,심한 장애,여자,2731
