통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202303,서울특별시,종로구,심한 장애,남자,1274
202303,서울특별시,종로구,심한 장애,여자,867
202303,서울특별시,종로구,심하지 않은 장애,남자,2088
202303,서울특별시,종로구,심하지 않은 장애,여자,1585
202303,서울특별시,중구,심한 장애,남자,1148
202303,서울특별시,중구,심한 장애,여자,759
202303,서울특별시,중구,심하지 않은 장애,남자,1994
202303,서울특별시,중구,심하지 않은 장애,여자,1575
202303,서울특별시,용산구,심한 장애,남자,1604
202303,서울특별시,용산구,심한 장애,여자,1090
202303,서울특별시,용산구,심하지 않은 장애,남자,2735
202303,서울특별시,용산구,심하지 않은 장애,여자,2101
202303,서울특별시,성동구,심한 장애,남자,2275
202303,서울특별시,성동구,심한 장애,여자,1466
202303,서울특별시,성동구,심하지 않은 장애,남자,4055
202303,서울특별시,성동구,심하지 않은 장애,여자,3163
202303,서울특별시,광진구,심한 장애,남자,2512
202303,서울특별시,광진구,심한 장애,여자,1738
202303,서울특별시,광진구,심하지 않은 장애,남자,4459
202303,서울특별시,광진구,심하지 않은 장애,여자,3389
202303,서울특별시,동대문구,심한 장애,남자,3213
202303,서울특별시,동대문구,심한 장애,여자,2023
202303,서울특별시,동대문구,심하지 않은 장애,남자,5715
202303,서울특별시,동대문구,심하지 않은 장애,여자,4442
202303,서울특별시,중랑구,심한 장애,남자,4468
202303,서울특별시,중랑구,심한 장애,여자,2982
202303,서울특별시,중랑구,심하지 않은 장애,남자,7248
202303,서울특별시,중랑구,심하지 않은 장애,여자,5441
202303,서울특별시,성북구,심한 장애,남자,3533
202303,서울특별시,성북구,심한 장애,여자,2423
202303,서울특별시,성북구,심하지 않은 장애,남자,6183
202303,서울특별시,성북구,심하지 않은 장애,여자,4941
202303,서울특별시,강북구,심한 장애,남자,3740
202303,서울특별시,강북구,심한 장애,여자,2630
202303,서울특별시,강북구,심하지 않은 장애,남자,6009
202303,서울특별시,강북구,심하지 않은 장애,여자,4745
202303,서울특별시,도봉구,심한 장애,남자,3246
202303,서울특별시,도봉구,심한 장애,여자,2199
202303,서울특별시,도봉구,심하지 않은 장애,남자,5513
202303,서울특별시,도봉구,심하지 않은 장애,여자,4208
202303,서울특별시,노원구,심한 장애,남자,6689
202303,서울특별시,노원구,심한 장애,여자,4816
202303,서울특별시,노원구,심하지 않은 장애,남자,7920
202303,서울특별시,노원구,심하지 않은 장애,여자,7024
202303,서울특별시,은평구,심한 장애,남자,5082
202303,서울특별시,은평구,심한 장애,여자,3095
202303,서울특별시,은평구,심하지 않은 장애,남자,7449
202303,서울특별시,은평구,심하지 않은 장애,여자,5896
202303,서울특별시,서대문구,심한 장애,남자,2549
202303,서울특별시,서대문구,심한 장애,여자,1808
202303,서울특별시,서대문구,심하지 않은 장애,남자,4224
202303,서울특별시,서대문구,심하지 않은 장애,여자,3575
202303,서울특별시,마포구,심한 장애,남자,2815
202303,서울특별시,마포구,심한 장애,여자,2032
202303,서울특별시,마포구,심하지 않은 장애,남자,4355
202303,서울특별시,마포구,심하지 않은 장애,여자,3540
202303,서울특별시,양천구,심한 장애,남자,3728
202303,서울특별시,양천구,심한 장애,여자,2486
202303,서울특별시,양천구,심하지 않은 장애,남자,6443
202303,서울특별시,양천구,심하지 않은 장애,여자,4845
202303,서울특별시,강서구,심한 장애,남자,6992
202303,서울특별시,강서구,심한 장애,여자,4776
202303,서울특별시,강서구,심하지 않은 장애,남자,9414
202303,서울특별시,강서구,심하지 않은 장애,여자,7082
202303,서울특별시,구로구,심한 장애,남자,3920
202303,서울특별시,구로구,심한 장애,여자,2607
202303,서울특별시,구로구,심하지 않은 장애,남자,7042
202303,서울특별시,구로구,심하지 않은 장애,여자,4953
202303,서울특별시,금천구,심한 장애,남자,2517
202303,서울특별시,금천구,심한 장애,여자,1612
202303,서울특별시,금천구,심하지 않은 장애,남자,4485
202303,서울특별시,금천구,심하지 않은 장애,여자,2987
202303,서울특별시,영등포구,심한 장애,남자,3030
202303,서울특별시,영등포구,심한 장애,여자,1844
202303,서울특별시,영등포구,심하지 않은 장애,남자,5666
202303,서울특별시,영등포구,심하지 않은 장애,여자,4058
202303,서울특별시,동작구,심한 장애,남자,3039
202303,서울특별시,동작구,심한 장애,여자,2069
202303,서울특별시,동작구,심하지 않은 장애,남자,5135
202303,서울특별시,동작구,심하지 않은 장애,여자,3947
202303,서울특별시,관악구,심한 장애,남자,4304
202303,서울특별시,관악구,심한 장애,여자,2832
202303,서울특별시,관악구,심하지 않은 장애,남자,7424
202303,서울특별시,관악구,심하지 않은 장애,여자,5427
202303,서울특별시,서초구,심한 장애,남자,2381
202303,서울특별시,서초구,심한 장애,여자,1567
202303,서울특별시,서초구,심하지 않은 장애,남자,3586
202303,서울특별시,서초구,심하지 않은 장애,여자,2563
202303,서울특별시,강남구,심한 장애,남자,3956
202303,서울특별시,강남구,심한 장애,여자,2714
202303,서울특별시,강남구,심하지 않은 장애,남자,4825
202303,서울특별시,강남구,심하지 않은 장애,여자,3632
202303,서울특별시,송파구,심한 장애,남자,4792
202303,서울특별시,송파구,심한 장애,여자,2940
202303,서울특별시,송파구,심하지 않은 장애,남자,7288
202303,서울특별시,송파구,심하지 않은 장애,여자,5426
202303,서울특별시,강동구,심한 장애,남자,4412
202303,서울특별시,강동구,심한 장애,여자,2648
202303,서울특별시,강동구,심하지 않은 장애,남자,6735
202303,서울특별시,강동구,심하지 않은 장애,여자,4794
202303,부산광역시,중구,심한 장애,남자,536
202303,부산광역시,중구,심한 장애,여자,330
202303,부산광역시,중구,심하지 않은 장애,남자,934
202303,부산광역시,중구,심하지 않은 장애,여자,746
202303,부산광역시,서구,심한 장애,남자,1494
202303,부산광역시,서구,심한 장애,여자,985
202303,부산광역시,서구,심하지 않은 장애,남자,2367
202303,부산광역시,서구,심하지 않은 장애,여자,1769
202303,부산광역시,동구,심한 장애,남자,1347
202303,부산광역시,동구,심한 장애,여자,812
202303,부산광역시,동구,심하지 않은 장애,남자,2121
202303,부산광역시,동구,심하지 않은 장애,여자,1832
202303,부산광역시,영도구,심한 장애,남자,2058
202303,부산광역시,영도구,심한 장애,여자,1439
202303,부산광역시,영도구,심하지 않은 장애,남자,2933
202303,부산광역시,영도구,심하지 않은 장애,여자,2363
202303,부산광역시,부산진구,심한 장애,남자,4105
202303,부산광역시,부산진구,심한 장애,여자,2561
202303,부산광역시,부산진구,심하지 않은 장애,남자,6868
202303,부산광역시,부산진구,심하지 않은 장애,여자,5079
202303,부산광역시,동래구,심한 장애,남자,2748
202303,부산광역시,동래구,심한 장애,여자,1725
202303,부산광역시,동래구,심하지 않은 장애,남자,4311
202303,부산광역시,동래구,심하지 않은 장애,여자,3188
202303,부산광역시,남구,심한 장애,남자,2903
202303,부산광역시,남구,심한 장애,여자,1885
202303,부산광역시,남구,심하지 않은 장애,남자,4714
202303,부산광역시,남구,심하지 않은 장애,여자,3248
202303,부산광역시,북구,심한 장애,남자,3927
202303,부산광역시,북구,심한 장애,여자,2465
202303,부산광역시,북구,심하지 않은 장애,남자,5706
202303,부산광역시,북구,심하지 않은 장애,여자,4034
202303,부산광역시,해운대구,심한 장애,남자,4022
202303,부산광역시,해운대구,심한 장애,여자,2694
202303,부산광역시,해운대구,심하지 않은 장애,남자,6137
202303,부산광역시,해운대구,심하지 않은 장애,여자,4706
202303,부산광역시,사하구,심한 장애,남자,4066
202303,부산광역시,사하구,심한 장애,여자,2808
202303,부산광역시,사하구,심하지 않은 장애,남자,6525
202303,부산광역시,사하구,심하지 않은 장애,여자,4496
202303,부산광역시,금정구,심한 장애,남자,2607
202303,부산광역시,금정구,심한 장애,여자,1733
202303,부산광역시,금정구,심하지 않은 장애,남자,4144
202303,부산광역시,금정구,심하지 않은 장애,여자,3010
202303,부산광역시,강서구,심한 장애,남자,1184
202303,부산광역시,강서구,심한 장애,여자,723
202303,부산광역시,강서구,심하지 않은 장애,남자,2031
202303,부산광역시,강서구,심하지 않은 장애,여자,1279
202303,부산광역시,연제구,심한 장애,남자,2125
202303,부산광역시,연제구,심한 장애,여자,1418
202303,부산광역시,연제구,심하지 않은 장애,남자,3627
202303,부산광역시,연제구,심하지 않은 장애,여자,2703
202303,부산광역시,수영구,심한 장애,남자,1807
202303,부산광역시,수영구,심한 장애,여자,1298
202303,부산광역시,수영구,심하지 않은 장애,남자,2846
202303,부산광역시,수영구,심하지 않은 장애,여자,2245
202303,부산광역시,사상구,심한 장애,남자,3203
202303,부산광역시,사상구,심한 장애,여자,2025
202303,부산광역시,사상구,심하지 않은 장애,남자,4909
202303,부산광역시,사상구,심하지 않은 장애,여자,3168
202303,부산광역시,기장군,심한 장애,남자,2047
202303,부산광역시,기장군,심한 장애,여자,1316
202303,부산광역시,기장군,심하지 않은 장애,남자,3029
202303,부산광역시,기장군,심하지 않은 장애,여자,2237
202303,대구광역시,중구,심한 장애,남자,819
202303,대구광역시,중구,심한 장애,여자,593
202303,대구광역시,중구,심하지 않은 장애,남자,1464
202303,대구광역시,중구,심하지 않은 장애,여자,1184
202303,대구광역시,동구,심한 장애,남자,4513
202303,대구광역시,동구,심한 장애,여자,2875
202303,대구광역시,동구,심하지 않은 장애,남자,7357
202303,대구광역시,동구,심하지 않은 장애,여자,5796
202303,대구광역시,서구,심한 장애,남자,2346
202303,대구광역시,서구,심한 장애,여자,1548
202303,대구광역시,서구,심하지 않은 장애,남자,4440
202303,대구광역시,서구,심하지 않은 장애,여자,3369
202303,대구광역시,남구,심한 장애,남자,1907
202303,대구광역시,남구,심한 장애,여자,1358
202303,대구광역시,남구,심하지 않은 장애,남자,3492
202303,대구광역시,남구,심하지 않은 장애,여자,2754
202303,대구광역시,북구,심한 장애,남자,4732
202303,대구광역시,북구,심한 장애,여자,3205
202303,대구광역시,북구,심하지 않은 장애,남자,8428
202303,대구광역시,북구,심하지 않은 장애,여자,5911
202303,대구광역시,수성구,심한 장애,남자,3888
202303,대구광역시,수성구,심한 장애,여자,2801
202303,대구광역시,수성구,심하지 않은 장애,남자,6342
202303,대구광역시,수성구,심하지 않은 장애,여자,4981
202303,대구광역시,달서구,심한 장애,남자,6378
202303,대구광역시,달서구,심한 장애,여자,4307
202303,대구광역시,달서구,심하지 않은 장애,남자,10165
202303,대구광역시,달서구,심하지 않은 장애,여자,7481
202303,대구광역시,달성군,심한 장애,남자,2859
202303,대구광역시,달성군,심한 장애,여자,1980
202303,대구광역시,달성군,심하지 않은 장애,남자,4737
202303,대구광역시,달성군,심하지 않은 장애,여자,3297
202303,인천광역시,중구,심한 장애,남자,1363
202303,인천광역시,중구,심한 장애,여자,850
202303,인천광역시,중구,심하지 않은 장애,남자,2812
202303,인천광역시,중구,심하지 않은 장애,여자,1824
202303,인천광역시,동구,심한 장애,남자,931
202303,인천광역시,동구,심한 장애,여자,602
202303,인천광역시,동구,심하지 않은 장애,남자,1773
202303,인천광역시,동구,심하지 않은 장애,여자,1377
202303,인천광역시,미추홀구,심한 장애,남자,4710
202303,인천광역시,미추홀구,심한 장애,여자,3201
202303,인천광역시,미추홀구,심하지 않은 장애,남자,9382
202303,인천광역시,미추홀구,심하지 않은 장애,여자,6416
202303,인천광역시,연수구,심한 장애,남자,3181
202303,인천광역시,연수구,심한 장애,여자,2022
202303,인천광역시,연수구,심하지 않은 장애,남자,5224
202303,인천광역시,연수구,심하지 않은 장애,여자,3584
202303,인천광역시,남동구,심한 장애,남자,5919
202303,인천광역시,남동구,심한 장애,여자,3839
202303,인천광역시,남동구,심하지 않은 장애,남자,9915
202303,인천광역시,남동구,심하지 않은 장애,여자,7094
202303,인천광역시,부평구,심한 장애,남자,6033
202303,인천광역시,부평구,심한 장애,여자,4117
202303,인천광역시,부평구,심하지 않은 장애,남자,9812
202303,인천광역시,부평구,심하지 않은 장애,여자,7274
202303,인천광역시,계양구,심한 장애,남자,3106
202303,인천광역시,계양구,심한 장애,여자,2099
202303,인천광역시,계양구,심하지 않은 장애,남자,5695
202303,인천광역시,계양구,심하지 않은 장애,여자,3863
202303,인천광역시,서구,심한 장애,남자,5356
202303,인천광역시,서구,심한 장애,여자,3558
202303,인천광역시,서구,심하지 않은 장애,남자,10059
202303,인천광역시,서구,심하지 않은 장애,여자,6380
202303,인천광역시,강화군,심한 장애,남자,1310
202303,인천광역시,강화군,심한 장애,여자,915
202303,인천광역시,강화군,심하지 않은 장애,남자,2039
202303,인천광역시,강화군,심하지 않은 장애,여자,1682
202303,인천광역시,옹진군,심한 장애,남자,325
202303,인천광역시,옹진군,심한 장애,여자,196
202303,인천광역시,옹진군,심하지 않은 장애,남자,611
202303,인천광역시,옹진군,심하지 않은 장애,여자,472
202303,광주광역시,동구,심한 장애,남자,1244
202303,광주광역시,동구,심한 장애,여자,903
202303,광주광역시,동구,심하지 않은 장애,남자,1979
202303,광주광역시,동구,심하지 않은 장애,여자,1508
202303,광주광역시,서구,심한 장애,남자,3214
202303,광주광역시,서구,심한 장애,여자,2169
202303,광주광역시,서구,심하지 않은 장애,남자,4585
202303,광주광역시,서구,심하지 않은 장애,여자,3606
202303,광주광역시,남구,심한 장애,남자,2400
202303,광주광역시,남구,심한 장애,여자,2038
202303,광주광역시,남구,심하지 않은 장애,남자,3547
202303,광주광역시,남구,심하지 않은 장애,여자,3099
202303,광주광역시,북구,심한 장애,남자,5001
202303,광주광역시,북구,심한 장애,여자,3538
202303,광주광역시,북구,심하지 않은 장애,남자,7180
202303,광주광역시,북구,심하지 않은 장애,여자,5757
202303,광주광역시,광산구,심한 장애,남자,4206
202303,광주광역시,광산구,심한 장애,여자,2893
202303,광주광역시,광산구,심하지 않은 장애,남자,5996
202303,광주광역시,광산구,심하지 않은 장애,여자,4382
202303,대전광역시,동구,심한 장애,남자,3371
202303,대전광역시,동구,심한 장애,여자,2262
202303,대전광역시,동구,심하지 않은 장애,남자,5034
202303,대전광역시,동구,심하지 않은 장애,여자,3601
202303,대전광역시,중구,심한 장애,남자,3143
202303,대전광역시,중구,심한 장애,여자,2035
202303,대전광역시,중구,심하지 않은 장애,남자,4868
202303,대전광역시,중구,심하지 않은 장애,여자,3683
202303,대전광역시,서구,심한 장애,남자,4721
202303,대전광역시,서구,심한 장애,여자,3295
202303,대전광역시,서구,심하지 않은 장애,남자,7271
202303,대전광역시,서구,심하지 않은 장애,여자,5292
202303,대전광역시,유성구,심한 장애,남자,2851
202303,대전광역시,유성구,심한 장애,여자,1972
202303,대전광역시,유성구,심하지 않은 장애,남자,4295
202303,대전광역시,유성구,심하지 않은 장애,여자,3122
202303,대전광역시,대덕구,심한 장애,남자,2596
202303,대전광역시,대덕구,심한 장애,여자,1787
202303,대전광역시,대덕구,심하지 않은 장애,남자,3743
202303,대전광역시,대덕구,심하지 않은 장애,여자,2685
202303,울산광역시,중구,심한 장애,남자,2189
202303,울산광역시,중구,심한 장애,여자,1413
