통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202409,서울특별시,종로구,심한 장애,남자,1234
202409,서울특별시,종로구,심한 장애,여자,837
202409,서울특별시,종로구,심하지 않은 장애,남자,1998
202409,서울특별시,종로구,심하지 않은 장애,여자,1564
202409,서울특별시,중구,심한 장애,남자,1120
202409,서울특별시,중구,심한 장애,여자,762
202409,서울특별시,중구,심하지 않은 장애,남자,1932
202409,서울특별시,중구,심하지 않은 장애,여자,1550
202409,서울특별시,용산구,심한 장애,남자,1508
202409,서울특별시,용산구,심한 장애,여자,955
202409,서울특별시,용산구,심하지 않은 장애,남자,2549
202409,서울특별시,용산구,심하지 않은 장애,여자,1904
202409,서울특별시,성동구,심한 장애,남자,2230
202409,서울특별시,성동구,심한 장애,여자,1452
202409,서울특별시,성동구,심하지 않은 장애,남자,3980
202409,서울특별시,성동구,심하지 않은 장애,여자,3125
202409,서울특별시,광진구,심한 장애,남자,2489
202409,서울특별시,광진구,심한 장애,여자,1705
202409,서울특별시,광진구,심하지 않은 장애,남자,4461
202409,서울특별시,광진구,심하지 않은 장애,여자,3388
202409,서울특별시,동대문구,심한 장애,남자,3151
202409,서울특별시,동대문구,심한 장애,여자,2014
202409,서울특별시,동대문구,심하지 않은 장애,남자,5674
202409,서울특별시,동대문구,심하지 않은 장애,여자,4445
202409,서울특별시,중랑구,심한 장애,남자,4433
202409,서울특별시,중랑구,심한 장애,여자,2978
202409,서울특별시,중랑구,심하지 않은 장애,남자,7208
202409,서울특별시,중랑구,심하지 않은 장애,여자,5449
202409,서울특별시,성북구,심한 장애,남자,3501
202409,서울특별시,성북구,심한 장애,여자,2373
202409,서울특별시,성북구,심하지 않은 장애,남자,6160
202409,서울특별시,성북구,심하지 않은 장애,여자,4909
202409,서울특별시,강북구,심한 장애,남자,3621
202409,서울특별시,강북구,심한 장애,여자,2605
202409,서울특별시,강북구,심하지 않은 장애,남자,5852
202409,서울특별시,강북구,심하지 않은 장애,여자,4751
202409,서울특별시,도봉구,심한 장애,남자,3203
202409,서울특별시,도봉구,심한 장애,여자,2156
202409,서울특별시,도봉구,심하지 않은 장애,남자,5505
202409,서울특별시,도봉구,심하지 않은 장애,여자,4227
202409,서울특별시,노원구,심한 장애,남자,6431
202409,서울특별시,노원구,심한 장애,여자,4716
202409,서울특별시,노원구,심하지 않은 장애,남자,7891
202409,서울특별시,노원구,심하지 않은 장애,여자,6914
202409,서울특별시,은평구,심한 장애,남자,5067
202409,서울특별시,은평구,심한 장애,여자,3031
202409,서울특별시,은평구,심하지 않은 장애,남자,7379
202409,서울특별시,은평구,심하지 않은 장애,여자,5890
202409,서울특별시,서대문구,심한 장애,남자,2509
202409,서울특별시,서대문구,심한 장애,여자,1775
202409,서울특별시,서대문구,심하지 않은 장애,남자,4208
202409,서울특별시,서대문구,심하지 않은 장애,여자,3464
202409,서울특별시,마포구,심한 장애,남자,2782
202409,서울특별시,마포구,심한 장애,여자,1938
202409,서울특별시,마포구,심하지 않은 장애,남자,4264
202409,서울특별시,마포구,심하지 않은 장애,여자,3495
202409,서울특별시,양천구,심한 장애,남자,3679
202409,서울특별시,양천구,심한 장애,여자,2446
202409,서울특별시,양천구,심하지 않은 장애,남자,6587
202409,서울특별시,양천구,심하지 않은 장애,여자,4922
202409,서울특별시,강서구,심한 장애,남자,6897
