통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202406,서울특별시,종로구,심한 장애,남자,1245
202406,서울특별시,종로구,심한 장애,여자,841
202406,서울특별시,종로구,심하지 않은 장애,남자,2023
202406,서울특별시,종로구,심하지 않은 장애,여자,1562
202406,서울특별시,중구,심한 장애,남자,1131
202406,서울특별시,중구,심한 장애,여자,764
202406,서울특별시,중구,심하지 않은 장애,남자,1949
202406,서울특별시,중구,심하지 않은 장애,여자,1558
202406,서울특별시,용산구,심한 장애,남자,1537
202406,서울특별시,용산구,심한 장애,여자,962
202406,서울특별시,용산구,심하지 않은 장애,남자,2551
202406,서울특별시,용산구,심하지 않은 장애,여자,1911
202406,서울특별시,성동구,심한 장애,남자,2235
202406,서울특별시,성동구,심한 장애,여자,1464
202406,서울특별시,성동구,심하지 않은 장애,남자,4007
202406,서울특별시,성동구,심하지 않은 장애,여자,3140
202406,서울특별시,광진구,심한 장애,남자,2519
202406,서울특별시,광진구,심한 장애,여자,1718
202406,서울특별시,광진구,심하지 않은 장애,남자,4457
202406,서울특별시,광진구,심하지 않은 장애,여자,3385
202406,서울특별시,동대문구,심한 장애,남자,3171
202406,서울특별시,동대문구,심한 장애,여자,2009
202406,서울특별시,동대문구,심하지 않은 장애,남자,5692
202406,서울특별시,동대문구,심하지 않은 장애,여자,4460
202406,서울특별시,중랑구,심한 장애,남자,4451
202406,서울특별시,중랑구,심한 장애,여자,2984
202406,서울특별시,중랑구,심하지 않은 장애,남자,7220
202406,서울특별시,중랑구,심하지 않은 장애,여자,5465
202406,서울특별시,성북구,심한 장애,남자,3520
202406,서울특별시,성북구,심한 장애,여자,2380
202406,서울특별시,성북구,심하지 않은 장애,남자,6175
202406,서울특별시,성북구,심하지 않은 장애,여자,4907
202406,서울특별시,강북구,심한 장애,남자,3636
202406,서울특별시,강북구,심한 장애,여자,2604
202406,서울특별시,강북구,심하지 않은 장애,남자,5877
202406,서울특별시,강북구,심하지 않은 장애,여자,4736
202406,서울특별시,도봉구,심한 장애,남자,3204
202406,서울특별시,도봉구,심한 장애,여자,2157
202406,서울특별시,도봉구,심하지 않은 장애,남자,5498
202406,서울특별시,도봉구,심하지 않은 장애,여자,4232
202406,서울특별시,노원구,심한 장애,남자,6480
202406,서울특별시,노원구,심한 장애,여자,4749
202406,서울특별시,노원구,심하지 않은 장애,남자,7893
202406,서울특별시,노원구,심하지 않은 장애,여자,6915
202406,서울특별시,은평구,심한 장애,남자,5074
202406,서울특별시,은평구,심한 장애,여자,3036
202406,서울특별시,은평구,심하지 않은 장애,남자,7372
202406,서울특별시,은평구,심하지 않은 장애,여자,5898
202406,서울특별시,서대문구,심한 장애,남자,2518
202406,서울특별시,서대문구,심한 장애,여자,1771
202406,서울특별시,서대문구,심하지 않은 장애,남자,4174
202406,서울특별시,서대문구,심하지 않은 장애,여자,3471
202406,서울특별시,마포구,심한 장애,남자,2827
202406,서울특별시,마포구,심한 장애,여자,1981
202406,서울특별시,마포구,심하지 않은 장애,남자,4288
202406,서울특별시,마포구,심하지 않은 장애,여자,3505
202406,서울특별시,양천구,심한 장애,남자,3680
202406,서울특별시,양천구,심한 장애,여자,2431
202406,서울특별시,양천구,심하지 않은 장애,남자,6559
202406,서울특별시,양천구,심하지 않은 장애,여자,4889
202406,서울특별시,강서구,심한 장애,남자,6901
202406,서울특별시,강서구,심한 장애,여자,4640
202406,서울특별시,강서구,심하지 않은 장애,남자,9372
202406,서울특별시,강서구,심하지 않은 장애,여자,7132
202406,서울특별시,구로구,심한 장애,남자,3931
202406,서울특별시,구로구,심한 장애,여자,2610
202406,서울특별시,구로구,심하지 않은 장애,남자,7292
202406,서울특별시,구로구,심하지 않은 장애,여자,5236
202406,서울특별시,금천구,심한 장애,남자,2485
202406,서울특별시,금천구,심한 장애,여자,1600
202406,서울특별시,금천구,심하지 않은 장애,남자,4610
202406,서울특별시,금천구,심하지 않은 장애,여자,3183
202406,서울특별시,영등포구,심한 장애,남자,3072
202406,서울특별시,영등포구,심한 장애,여자,1832
202406,서울특별시,영등포구,심하지 않은 장애,남자,5711
202406,서울특별시,영등포구,심하지 않은 장애,여자,4179
202406,서울특별시,동작구,심한 장애,남자,2956
202406,서울특별시,동작구,심한 장애,여자,2037
202406,서울특별시,동작구,심하지 않은 장애,남자,5116
202406,서울특별시,동작구,심하지 않은 장애,여자,3956
202406,서울특별시,관악구,심한 장애,남자,4261
202406,서울특별시,관악구,심한 장애,여자,2798
202406,서울특별시,관악구,심하지 않은 장애,남자,7457
202406,서울특별시,관악구,심하지 않은 장애,여자,5496
202406,서울특별시,서초구,심한 장애,남자,2389
202406,서울특별시,서초구,심한 장애,여자,1585
202406,서울특별시,서초구,심하지 않은 장애,남자,3568
202406,서울특별시,서초구,심하지 않은 장애,여자,2594
202406,서울특별시,강남구,심한 장애,남자,4014
202406,서울특별시,강남구,심한 장애,여자,2698
202406,서울특별시,강남구,심하지 않은 장애,남자,5038
202406,서울특별시,강남구,심하지 않은 장애,여자,3804
202406,서울특별시,송파구,심한 장애,남자,4750
202406,서울특별시,송파구,심한 장애,여자,2866
202406,서울특별시,송파구,심하지 않은 장애,남자,7237
202406,서울특별시,송파구,심하지 않은 장애,여자,5388
202406,서울특별시,강동구,심한 장애,남자,4416
202406,서울특별시,강동구,심한 장애,여자,2612
202406,서울특별시,강동구,심하지 않은 장애,남자,6809
202406,서울특별시,강동구,심하지 않은 장애,여자,4845
202406,부산광역시,중구,심한 장애,남자,522
202406,부산광역시,중구,심한 장애,여자,317
202406,부산광역시,중구,심하지 않은 장애,남자,926
202406,부산광역시,중구,심하지 않은 장애,여자,729
202406,부산광역시,서구,심한 장애,남자,1476
202406,부산광역시,서구,심한 장애,여자,974
202406,부산광역시,서구,심하지 않은 장애,남자,2336
202406,부산광역시,서구,심하지 않은 장애,여자,1756
202406,부산광역시,동구,심한 장애,남자,1291
202406,부산광역시,동구,심한 장애,여자,780
202406,부산광역시,동구,심하지 않은 장애,남자,2126
202406,부산광역시,동구,심하지 않은 장애,여자,1803
202406,부산광역시,영도구,심한 장애,남자,1964
202406,부산광역시,영도구,심한 장애,여자,1398
202406,부산광역시,영도구,심하지 않은 장애,남자,2893
202406,부산광역시,영도구,심하지 않은 장애,여자,2312
202406,부산광역시,부산진구,심한 장애,남자,4069
202406,부산광역시,부산진구,심한 장애,여자,2615
202406,부산광역시,부산진구,심하지 않은 장애,남자,6916
202406,부산광역시,부산진구,심하지 않은 장애,여자,5127
202406,부산광역시,동래구,심한 장애,남자,2689
202406,부산광역시,동래구,심한 장애,여자,1677
202406,부산광역시,동래구,심하지 않은 장애,남자,4316
202406,부산광역시,동래구,심하지 않은 장애,여자,3160
202406,부산광역시,남구,심한 장애,남자,2879
202406,부산광역시,남구,심한 장애,여자,1861
202406,부산광역시,남구,심하지 않은 장애,남자,4710
202406,부산광역시,남구,심하지 않은 장애,여자,3273
202406,부산광역시,북구,심한 장애,남자,3867
202406,부산광역시,북구,심한 장애,여자,2448
202406,부산광역시,북구,심하지 않은 장애,남자,5681
202406,부산광역시,북구,심하지 않은 장애,여자,3993
202406,부산광역시,해운대구,심한 장애,남자,3930
202406,부산광역시,해운대구,심한 장애,여자,2622
202406,부산광역시,해운대구,심하지 않은 장애,남자,6119
202406,부산광역시,해운대구,심하지 않은 장애,여자,4651
202406,부산광역시,사하구,심한 장애,남자,4060
202406,부산광역시,사하구,심한 장애,여자,2816
202406,부산광역시,사하구,심하지 않은 장애,남자,6537
202406,부산광역시,사하구,심하지 않은 장애,여자,4540
202406,부산광역시,금정구,심한 장애,남자,2551
202406,부산광역시,금정구,심한 장애,여자,1678
202406,부산광역시,금정구,심하지 않은 장애,남자,4090
202406,부산광역시,금정구,심하지 않은 장애,여자,3024
202406,부산광역시,강서구,심한 장애,남자,1176
202406,부산광역시,강서구,심한 장애,여자,713
202406,부산광역시,강서구,심하지 않은 장애,남자,2050
202406,부산광역시,강서구,심하지 않은 장애,여자,1278
202406,부산광역시,연제구,심한 장애,남자,2147
202406,부산광역시,연제구,심한 장애,여자,1486
202406,부산광역시,연제구,심하지 않은 장애,남자,3647
202406,부산광역시,연제구,심하지 않은 장애,여자,2778
202406,부산광역시,수영구,심한 장애,남자,1803
202406,부산광역시,수영구,심한 장애,여자,1283
202406,부산광역시,수영구,심하지 않은 장애,남자,2792
202406,부산광역시,수영구,심하지 않은 장애,여자,2254
202406,부산광역시,사상구,심한 장애,남자,3188
202406,부산광역시,사상구,심한 장애,여자,2025
202406,부산광역시,사상구,심하지 않은 장애,남자,4907
202406,부산광역시,사상구,심하지 않은 장애,여자,3181
202406,부산광역시,기장군,심한 장애,남자,2077
202406,부산광역시,기장군,심한 장애,여자,1301
202406,부산광역시,기장군,심하지 않은 장애,남자,3006
202406,부산광역시,기장군,심하지 않은 장애,여자,2249
202406,대구광역시,중구,심한 장애,남자,844
202406,대구광역시,중구,심한 장애,여자,618
202406,대구광역시,중구,심하지 않은 장애,남자,1546
202406,대구광역시,중구,심하지 않은 장애,여자,1228
202406,대구광역시,동구,심한 장애,남자,4528
202406,대구광역시,동구,심한 장애,여자,2875
202406,대구광역시,동구,심하지 않은 장애,남자,7416
202406,대구광역시,동구,심하지 않은 장애,여자,5955
202406,대구광역시,서구,심한 장애,남자,2369
202406,대구광역시,서구,심한 장애,여자,1606
202406,대구광역시,서구,심하지 않은 장애,남자,4507
202406,대구광역시,서구,심하지 않은 장애,여자,3457
202406,대구광역시,남구,심한 장애,남자,1834
202406,대구광역시,남구,심한 장애,여자,1329
202406,대구광역시,남구,심하지 않은 장애,남자,3449
202406,대구광역시,남구,심하지 않은 장애,여자,2726
202406,대구광역시,북구,심한 장애,남자,4735
202406,대구광역시,북구,심한 장애,여자,3213
202406,대구광역시,북구,심하지 않은 장애,남자,8412
202406,대구광역시,북구,심하지 않은 장애,여자,6018
202406,대구광역시,수성구,심한 장애,남자,3834
202406,대구광역시,수성구,심한 장애,여자,2757
202406,대구광역시,수성구,심하지 않은 장애,남자,6415
202406,대구광역시,수성구,심하지 않은 장애,여자,5027
202406,대구광역시,달서구,심한 장애,남자,6384
202406,대구광역시,달서구,심한 장애,여자,4260
202406,대구광역시,달서구,심하지 않은 장애,남자,10180
202406,대구광역시,달서구,심하지 않은 장애,여자,7545
202406,대구광역시,달성군,심한 장애,남자,2916
202406,대구광역시,달성군,심한 장애,여자,1976
202406,대구광역시,달성군,심하지 않은 장애,남자,4767
202406,대구광역시,달성군,심하지 않은 장애,여자,3374
202406,대구광역시,군위군,심한 장애,남자,406
202406,대구광역시,군위군,심한 장애,여자,307
202406,대구광역시,군위군,심하지 않은 장애,남자,974
202406,대구광역시,군위군,심하지 않은 장애,여자,897
202406,인천광역시,중구,심한 장애,남자,1395
202406,인천광역시,중구,심한 장애,여자,919
202406,인천광역시,중구,심하지 않은 장애,남자,2896
202406,인천광역시,중구,심하지 않은 장애,여자,1871
202406,인천광역시,동구,심한 장애,남자,909
202406,인천광역시,동구,심한 장애,여자,600
202406,인천광역시,동구,심하지 않은 장애,남자,1796
202406,인천광역시,동구,심하지 않은 장애,여자,1413
202406,인천광역시,미추홀구,심한 장애,남자,4735
202406,인천광역시,미추홀구,심한 장애,여자,3205
202406,인천광역시,미추홀구,심하지 않은 장애,남자,9460
202406,인천광역시,미추홀구,심하지 않은 장애,여자,6519
202406,인천광역시,연수구,심한 장애,남자,3225
202406,인천광역시,연수구,심한 장애,여자,1989
202406,인천광역시,연수구,심하지 않은 장애,남자,5334
202406,인천광역시,연수구,심하지 않은 장애,여자,3616
202406,인천광역시,남동구,심한 장애,남자,5929
202406,인천광역시,남동구,심한 장애,여자,3795
202406,인천광역시,남동구,심하지 않은 장애,남자,9810
202406,인천광역시,남동구,심하지 않은 장애,여자,7124
202406,인천광역시,부평구,심한 장애,남자,6007
202406,인천광역시,부평구,심한 장애,여자,4144
202406,인천광역시,부평구,심하지 않은 장애,남자,9830
202406,인천광역시,부평구,심하지 않은 장애,여자,7374
202406,인천광역시,계양구,심한 장애,남자,3122
202406,인천광역시,계양구,심한 장애,여자,2094
202406,인천광역시,계양구,심하지 않은 장애,남자,5673
202406,인천광역시,계양구,심하지 않은 장애,여자,3875
202406,인천광역시,서구,심한 장애,남자,5533
202406,인천광역시,서구,심한 장애,여자,3687
202406,인천광역시,서구,심하지 않은 장애,남자,10448
202406,인천광역시,서구,심하지 않은 장애,여자,6664
202406,인천광역시,강화군,심한 장애,남자,1274
202406,인천광역시,강화군,심한 장애,여자,883
202406,인천광역시,강화군,심하지 않은 장애,남자,2046
202406,인천광역시,강화군,심하지 않은 장애,여자,1665
202406,인천광역시,옹진군,심한 장애,남자,318
202406,인천광역시,옹진군,심한 장애,여자,188
202406,인천광역시,옹진군,심하지 않은 장애,남자,623
202406,인천광역시,옹진군,심하지 않은 장애,여자,462
202406,광주광역시,동구,심한 장애,남자,1254
202406,광주광역시,동구,심한 장애,여자,900
202406,광주광역시,동구,심하지 않은 장애,남자,1961
202406,광주광역시,동구,심하지 않은 장애,여자,1514
202406,광주광역시,서구,심한 장애,남자,3171
202406,광주광역시,서구,심한 장애,여자,2143
202406,광주광역시,서구,심하지 않은 장애,남자,4519
202406,광주광역시,서구,심하지 않은 장애,여자,3571
202406,광주광역시,남구,심한 장애,남자,2391
202406,광주광역시,남구,심한 장애,여자,2018
202406,광주광역시,남구,심하지 않은 장애,남자,3558
202406,광주광역시,남구,심하지 않은 장애,여자,3114
202406,광주광역시,북구,심한 장애,남자,5098
202406,광주광역시,북구,심한 장애,여자,3555
202406,광주광역시,북구,심하지 않은 장애,남자,7230
202406,광주광역시,북구,심하지 않은 장애,여자,5756
202406,광주광역시,광산구,심한 장애,남자,4236
202406,광주광역시,광산구,심한 장애,여자,2862
202406,광주광역시,광산구,심하지 않은 장애,남자,6014
202406,광주광역시,광산구,심하지 않은 장애,여자,4329
202406,대전광역시,동구,심한 장애,남자,3384
202406,대전광역시,동구,심한 장애,여자,2244
202406,대전광역시,동구,심하지 않은 장애,남자,4946
202406,대전광역시,동구,심하지 않은 장애,여자,3550
202406,대전광역시,중구,심한 장애,남자,3126
202406,대전광역시,중구,심한 장애,여자,2034
202406,대전광역시,중구,심하지 않은 장애,남자,4798
202406,대전광역시,중구,심하지 않은 장애,여자,3674
202406,대전광역시,서구,심한 장애,남자,4679
202406,대전광역시,서구,심한 장애,여자,3262
202406,대전광역시,서구,심하지 않은 장애,남자,7177
202406,대전광역시,서구,심하지 않은 장애,여자,5255
202406,대전광역시,유성구,심한 장애,남자,2969
202406,대전광역시,유성구,심한 장애,여자,1968
202406,대전광역시,유성구,심하지 않은 장애,남자,4426
202406,대전광역시,유성구,심하지 않은 장애,여자,3134
202406,대전광역시,대덕구,심한 장애,남자,2580
202406,대전광역시,대덕구,심한 장애,여자,1758
202406,대전광역시,대덕구,심하지 않은 장애,남자,3730
202406,대전광역시,대덕구,심하지 않은 장애,여자,2683
202406,울산광역시,중구,심한 장애,남자,2216
202406,울산광역시,중구,심한 장애,여자,1427
202406,울산광역시,중구,심하지 않은 장애,남자,4198
202406,울산광역시,중구,심하지 않은 장애,여자,2796
202406,울산광역시,남구,심한 장애,남자,2893
202406,울산광역시,남구,심한 장애,여자,1782
202406,울산광역시,남구,심하지 않은 장애,남자,4929
202406,울산광역시,남구,심하지 않은 장애,여자,3145
202406,울산광역시,동구,심한 장애,남자,1668
202406,울산광역시,동구,심한 장애,여자,1039
202406,울산광역시,동구,심하지 않은 장애,남자,2827
202406,울산광역시,동구,심하지 않은 장애,여자,1819
202406,울산광역시,북구,심한 장애,남자,2081
202406,울산광역시,북구,심한 장애,여자,1321
202406,울산광역시,북구,심하지 않은 장애,남자,3377
202406,울산광역시,북구,심하지 않은 장애,여자,2031
202406,울산광역시,울주군,심한 장애,남자,2695
202406,울산광역시,울주군,심한 장애,여자,1874
202406,울산광역시,울주군,심하지 않은 장애,남자,4241
202406,울산광역시,울주군,심하지 않은 장애,여자,2885
202406,세종특별자치시,세종특별자치시,심한 장애,남자,3058
202406,세종특별자치시,세종특별자치시,심한 장애,여자,1878
202406,세종특별자치시,세종특별자치시,심하지 않은 장애,남자,4817
202406,세종특별자치시,세종특별자치시,심하지 않은 장애,여자,3235
202406,경기도,수원시,심한 장애,남자,9853
202406,경기도,수원시,심한 장애,여자,6633
202406,경기도,수원시,심하지 않은 장애,남자,16406
202406,경기도,수원시,심하지 않은 장애,여자,11607
202406,경기도,성남시,심한 장애,남자,7945
202406,경기도,성남시,심한 장애,여자,5357
202406,경기도,성남시,심하지 않은 장애,남자,12893
202406,경기도,성남시,심하지 않은 장애,여자,9549
202406,경기도,의정부시,심한 장애,남자,4870
202406,경기도,의정부시,심한 장애,여자,3343
202406,경기도,의정부시,심하지 않은 장애,남자,8070
202406,경기도,의정부시,심하지 않은 장애,여자,6088
202406,경기도,안양시,심한 장애,남자,4446
202406,경기도,안양시,심한 장애,여자,2931
202406,경기도,안양시,심하지 않은 장애,남자,8160
202406,경기도,안양시,심하지 않은 장애,여자,5897
202406,경기도,부천시,심한 장애,남자,8363
202406,경기도,부천시,심한 장애,여자,5386
202406,경기도,부천시,심하지 않은 장애,남자,14220
202406,경기도,부천시,심하지 않은 장애,여자,9433
202406,경기도,광명시,심한 장애,남자,2728
202406,경기도,광명시,심한 장애,여자,1844
202406,경기도,광명시,심하지 않은 장애,남자,4483
202406,경기도,광명시,심하지 않은 장애,여자,3162
202406,경기도,평택시,심한 장애,남자,5433
202406,경기도,평택시,심한 장애,여자,3710
202406,경기도,평택시,심하지 않은 장애,남자,10089
202406,경기도,평택시,심하지 않은 장애,여자,6699
202406,경기도,동두천시,심한 장애,남자,1487
202406,경기도,동두천시,심한 장애,여자,1038
202406,경기도,동두천시,심하지 않은 장애,남자,2101
202406,경기도,동두천시,심하지 않은 장애,여자,1638
202406,경기도,안산시,심한 장애,남자,7185
202406,경기도,안산시,심한 장애,여자,4597
202406,경기도,안산시,심하지 않은 장애,남자,13030
202406,경기도,안산시,심하지 않은 장애,여자,8248
202406,경기도,고양시,심한 장애,남자,9361
202406,경기도,고양시,심한 장애,여자,6315
202406,경기도,고양시,심하지 않은 장애,남자,14835
202406,경기도,고양시,심하지 않은 장애,여자,11593
202406,경기도,과천시,심한 장애,남자,530
202406,경기도,과천시,심한 장애,여자,361
202406,경기도,과천시,심하지 않은 장애,남자,857
202406,경기도,과천시,심하지 않은 장애,여자,653
202406,경기도,구리시,심한 장애,남자,1837
202406,경기도,구리시,심한 장애,여자,1157
202406,경기도,구리시,심하지 않은 장애,남자,3263
202406,경기도,구리시,심하지 않은 장애,여자,2286
202406,경기도,남양주시,심한 장애,남자,7004
202406,경기도,남양주시,심한 장애,여자,4531
202406,경기도,남양주시,심하지 않은 장애,남자,12736
202406,경기도,남양주시,심하지 않은 장애,여자,8881
202406,경기도,오산시,심한 장애,남자,2177
202406,경기도,오산시,심한 장애,여자,1415
202406,경기도,오산시,심하지 않은 장애,남자,3431
202406,경기도,오산시,심하지 않은 장애,여자,2190
202406,경기도,시흥시,심한 장애,남자,4886
202406,경기도,시흥시,심한 장애,여자,2981
202406,경기도,시흥시,심하지 않은 장애,남자,9165
202406,경기도,시흥시,심하지 않은 장애,여자,5376
202406,경기도,군포시,심한 장애,남자,2505
202406,경기도,군포시,심한 장애,여자,1627
202406,경기도,군포시,심하지 않은 장애,남자,4396
202406,경기도,군포시,심하지 않은 장애,여자,3209
202406,경기도,의왕시,심한 장애,남자,1288
202406,경기도,의왕시,심한 장애,여자,908
202406,경기도,의왕시,심하지 않은 장애,남자,2434
202406,경기도,의왕시,심하지 않은 장애,여자,1752
202406,경기도,하남시,심한 장애,남자,2588
202406,경기도,하남시,심한 장애,여자,1662
202406,경기도,하남시,심하지 않은 장애,남자,4551
202406,경기도,하남시,심하지 않은 장애,여자,3176
202406,경기도,용인시,심한 장애,남자,8046
202406,경기도,용인시,심한 장애,여자,5788
202406,경기도,용인시,심하지 않은 장애,남자,13834
202406,경기도,용인시,심하지 않은 장애,여자,9921
202406,경기도,파주시,심한 장애,남자,5129
202406,경기도,파주시,심한 장애,여자,3373
202406,경기도,파주시,심하지 않은 장애,남자,8282
202406,경기도,파주시,심하지 않은 장애,여자,5962
202406,경기도,이천시,심한 장애,남자,2669
202406,경기도,이천시,심한 장애,여자,1683
202406,경기도,이천시,심하지 않은 장애,남자,3939
202406,경기도,이천시,심하지 않은 장애,여자,2582
202406,경기도,안성시,심한 장애,남자,2545
202406,경기도,안성시,심한 장애,여자,1658
202406,경기도,안성시,심하지 않은 장애,남자,4174
202406,경기도,안성시,심하지 않은 장애,여자,2767
