통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202105,서울특별시,종로구,심한 장애,남자,1332
202105,서울특별시,종로구,심한 장애,여자,888
202105,서울특별시,종로구,심하지 않은 장애,남자,2123
202105,서울특별시,종로구,심하지 않은 장애,여자,1628
202105,서울특별시,중구,심한 장애,남자,1208
202105,서울특별시,중구,심한 장애,여자,778
202105,서울특별시,중구,심하지 않은 장애,남자,2058
202105,서울특별시,중구,심하지 않은 장애,여자,1625
202105,서울특별시,용산구,심한 장애,남자,1656
202105,서울특별시,용산구,심한 장애,여자,1151
202105,서울특별시,용산구,심하지 않은 장애,남자,2876
202105,서울특별시,용산구,심하지 않은 장애,여자,2175
202105,서울특별시,성동구,심한 장애,남자,2369
202105,서울특별시,성동구,심한 장애,여자,1531
202105,서울특별시,성동구,심하지 않은 장애,남자,4186
202105,서울특별시,성동구,심하지 않은 장애,여자,3281
202105,서울특별시,광진구,심한 장애,남자,2614
202105,서울특별시,광진구,심한 장애,여자,1762
202105,서울특별시,광진구,심하지 않은 장애,남자,4569
202105,서울특별시,광진구,심하지 않은 장애,여자,3398
202105,서울특별시,동대문구,심한 장애,남자,3290
202105,서울특별시,동대문구,심한 장애,여자,2074
202105,서울특별시,동대문구,심하지 않은 장애,남자,5753
202105,서울특별시,동대문구,심하지 않은 장애,여자,4476
202105,서울특별시,중랑구,심한 장애,남자,4507
202105,서울특별시,중랑구,심한 장애,여자,3004
202105,서울특별시,중랑구,심하지 않은 장애,남자,7303
202105,서울특별시,중랑구,심하지 않은 장애,여자,5567
202105,서울특별시,성북구,심한 장애,남자,3567
202105,서울특별시,성북구,심한 장애,여자,2446
202105,서울특별시,성북구,심하지 않은 장애,남자,6419
202105,서울특별시,성북구,심하지 않은 장애,여자,5036
202105,서울특별시,강북구,심한 장애,남자,3834
202105,서울특별시,강북구,심한 장애,여자,2679
202105,서울특별시,강북구,심하지 않은 장애,남자,6090
202105,서울특별시,강북구,심하지 않은 장애,여자,4841
202105,서울특별시,도봉구,심한 장애,남자,3334
202105,서울특별시,도봉구,심한 장애,여자,2231
202105,서울특별시,도봉구,심하지 않은 장애,남자,5576
202105,서울특별시,도봉구,심하지 않은 장애,여자,4197
202105,서울특별시,노원구,심한 장애,남자,6939
202105,서울특별시,노원구,심한 장애,여자,4988
202105,서울특별시,노원구,심하지 않은 장애,남자,8006
202105,서울특별시,노원구,심하지 않은 장애,여자,7148
202105,서울특별시,은평구,심한 장애,남자,5210
202105,서울특별시,은평구,심한 장애,여자,3135
202105,서울특별시,은평구,심하지 않은 장애,남자,7503
202105,서울특별시,은평구,심하지 않은 장애,여자,5907
202105,서울특별시,서대문구,심한 장애,남자,2598
202105,서울특별시,서대문구,심한 장애,여자,1881
202105,서울특별시,서대문구,심하지 않은 장애,남자,4240
202105,서울특별시,서대문구,심하지 않은 장애,여자,3658
202105,서울특별시,마포구,심한 장애,남자,2804
202105,서울특별시,마포구,심한 장애,여자,2064
202105,서울특별시,마포구,심하지 않은 장애,남자,4424
202105,서울특별시,마포구,심하지 않은 장애,여자,3608
202105,서울특별시,양천구,심한 장애,남자,3774
202105,서울특별시,양천구,심한 장애,여자,2584
202105,서울특별시,양천구,심하지 않은 장애,남자,6421
202105,서울특별시,양천구,심하지 않은 장애,여자,4789
202105,서울특별시,강서구,심한 장애,남자,7201
202105,서울특별시,강서구,심한 장애,여자,4916
202105,서울특별시,강서구,심하지 않은 장애,남자,9369
202105,서울특별시,강서구,심하지 않은 장애,여자,7164
202105,서울특별시,구로구,심한 장애,남자,3984
202105,서울특별시,구로구,심한 장애,여자,2589
202105,서울특별시,구로구,심하지 않은 장애,남자,6962
202105,서울특별시,구로구,심하지 않은 장애,여자,4811
202105,서울특별시,금천구,심한 장애,남자,2487
202105,서울특별시,금천구,심한 장애,여자,1578
202105,서울특별시,금천구,심하지 않은 장애,남자,4399
202105,서울특별시,금천구,심하지 않은 장애,여자,2941
202105,서울특별시,영등포구,심한 장애,남자,3056
202105,서울특별시,영등포구,심한 장애,여자,1890
202105,서울특별시,영등포구,심하지 않은 장애,남자,5628
202105,서울특별시,영등포구,심하지 않은 장애,여자,3966
202105,서울특별시,동작구,심한 장애,남자,3105
202105,서울특별시,동작구,심한 장애,여자,2143
202105,서울특별시,동작구,심하지 않은 장애,남자,5253
202105,서울특별시,동작구,심하지 않은 장애,여자,4103
202105,서울특별시,관악구,심한 장애,남자,4448
202105,서울특별시,관악구,심한 장애,여자,2939
202105,서울특별시,관악구,심하지 않은 장애,남자,7417
202105,서울특별시,관악구,심하지 않은 장애,여자,5386
202105,서울특별시,서초구,심한 장애,남자,2473
202105,서울특별시,서초구,심한 장애,여자,1664
202105,서울특별시,서초구,심하지 않은 장애,남자,3666
202105,서울특별시,서초구,심하지 않은 장애,여자,2639
202105,서울특별시,강남구,심한 장애,남자,4002
202105,서울특별시,강남구,심한 장애,여자,2766
202105,서울특별시,강남구,심하지 않은 장애,남자,4723
202105,서울특별시,강남구,심하지 않은 장애,여자,3609
202105,서울특별시,송파구,심한 장애,남자,4793
202105,서울특별시,송파구,심한 장애,여자,2934
202105,서울특별시,송파구,심하지 않은 장애,남자,7240
202105,서울특별시,송파구,심하지 않은 장애,여자,5329
202105,서울특별시,강동구,심한 장애,남자,4388
202105,서울특별시,강동구,심한 장애,여자,2679
202105,서울특별시,강동구,심하지 않은 장애,남자,6712
202105,서울특별시,강동구,심하지 않은 장애,여자,4777
202105,부산광역시,중구,심한 장애,남자,559
202105,부산광역시,중구,심한 장애,여자,354
202105,부산광역시,중구,심하지 않은 장애,남자,949
202105,부산광역시,중구,심하지 않은 장애,여자,791
202105,부산광역시,서구,심한 장애,남자,1549
202105,부산광역시,서구,심한 장애,여자,976
202105,부산광역시,서구,심하지 않은 장애,남자,2300
202105,부산광역시,서구,심하지 않은 장애,여자,1775
202105,부산광역시,동구,심한 장애,남자,1369
202105,부산광역시,동구,심한 장애,여자,819
202105,부산광역시,동구,심하지 않은 장애,남자,2108
202105,부산광역시,동구,심하지 않은 장애,여자,1831
202105,부산광역시,영도구,심한 장애,남자,2127
202105,부산광역시,영도구,심한 장애,여자,1495
202105,부산광역시,영도구,심하지 않은 장애,남자,3009
202105,부산광역시,영도구,심하지 않은 장애,여자,2422
202105,부산광역시,부산진구,심한 장애,남자,4129
202105,부산광역시,부산진구,심한 장애,여자,2589
202105,부산광역시,부산진구,심하지 않은 장애,남자,6856
202105,부산광역시,부산진구,심하지 않은 장애,여자,5030
202105,부산광역시,동래구,심한 장애,남자,2692
202105,부산광역시,동래구,심한 장애,여자,1707
202105,부산광역시,동래구,심하지 않은 장애,남자,4236
202105,부산광역시,동래구,심하지 않은 장애,여자,3071
202105,부산광역시,남구,심한 장애,남자,3059
202105,부산광역시,남구,심한 장애,여자,1976
202105,부산광역시,남구,심하지 않은 장애,남자,4753
202105,부산광역시,남구,심하지 않은 장애,여자,3310
202105,부산광역시,북구,심한 장애,남자,3883
202105,부산광역시,북구,심한 장애,여자,2474
202105,부산광역시,북구,심하지 않은 장애,남자,5724
202105,부산광역시,북구,심하지 않은 장애,여자,3991
202105,부산광역시,해운대구,심한 장애,남자,4126
202105,부산광역시,해운대구,심한 장애,여자,2798
202105,부산광역시,해운대구,심하지 않은 장애,남자,6153
202105,부산광역시,해운대구,심하지 않은 장애,여자,4711
202105,부산광역시,사하구,심한 장애,남자,4078
202105,부산광역시,사하구,심한 장애,여자,2868
202105,부산광역시,사하구,심하지 않은 장애,남자,6446
202105,부산광역시,사하구,심하지 않은 장애,여자,4440
202105,부산광역시,금정구,심한 장애,남자,2685
202105,부산광역시,금정구,심한 장애,여자,1807
202105,부산광역시,금정구,심하지 않은 장애,남자,4179
