통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202410,서울특별시,종로구,심한 장애,남자,1236
202410,서울특별시,종로구,심한 장애,여자,840
202410,서울특별시,종로구,심하지 않은 장애,남자,1998
202410,서울특별시,종로구,심하지 않은 장애,여자,1560
202410,서울특별시,중구,심한 장애,남자,1118
202410,서울특별시,중구,심한 장애,여자,765
202410,서울특별시,중구,심하지 않은 장애,남자,1932
202410,서울특별시,중구,심하지 않은 장애,여자,1547
202410,서울특별시,용산구,심한 장애,남자,1501
202410,서울특별시,용산구,심한 장애,여자,947
202410,서울특별시,용산구,심하지 않은 장애,남자,2535
202410,서울특별시,용산구,심하지 않은 장애,여자,1890
202410,서울특별시,성동구,심한 장애,남자,2229
202410,서울특별시,성동구,심한 장애,여자,1442
202410,서울특별시,성동구,심하지 않은 장애,남자,3988
202410,서울특별시,성동구,심하지 않은 장애,여자,3112
202410,서울특별시,광진구,심한 장애,남자,2471
202410,서울특별시,광진구,심한 장애,여자,1701
202410,서울특별시,광진구,심하지 않은 장애,남자,4452
202410,서울특별시,광진구,심하지 않은 장애,여자,3384
202410,서울특별시,동대문구,심한 장애,남자,3130
202410,서울특별시,동대문구,심한 장애,여자,2023
202410,서울특별시,동대문구,심하지 않은 장애,남자,5671
202410,서울특별시,동대문구,심하지 않은 장애,여자,4430
202410,서울특별시,중랑구,심한 장애,남자,4432
202410,서울특별시,중랑구,심한 장애,여자,2973
202410,서울특별시,중랑구,심하지 않은 장애,남자,7211
202410,서울특별시,중랑구,심하지 않은 장애,여자,5457
202410,서울특별시,성북구,심한 장애,남자,3502
202410,서울특별시,성북구,심한 장애,여자,2369
202410,서울특별시,성북구,심하지 않은 장애,남자,6146
202410,서울특별시,성북구,심하지 않은 장애,여자,4899
202410,서울특별시,강북구,심한 장애,남자,3610
202410,서울특별시,강북구,심한 장애,여자,2609
202410,서울특별시,강북구,심하지 않은 장애,남자,5845
202410,서울특별시,강북구,심하지 않은 장애,여자,4748
202410,서울특별시,도봉구,심한 장애,남자,3211
202410,서울특별시,도봉구,심한 장애,여자,2170
202410,서울특별시,도봉구,심하지 않은 장애,남자,5496
202410,서울특별시,도봉구,심하지 않은 장애,여자,4208
202410,서울특별시,노원구,심한 장애,남자,6404
202410,서울특별시,노원구,심한 장애,여자,4705
202410,서울특별시,노원구,심하지 않은 장애,남자,7892
202410,서울특별시,노원구,심하지 않은 장애,여자,6890
202410,서울특별시,은평구,심한 장애,남자,5067
202410,서울특별시,은평구,심한 장애,여자,3039
202410,서울특별시,은평구,심하지 않은 장애,남자,7367
202410,서울특별시,은평구,심하지 않은 장애,여자,5888
202410,서울특별시,서대문구,심한 장애,남자,2498
202410,서울특별시,서대문구,심한 장애,여자,1769
202410,서울특별시,서대문구,심하지 않은 장애,남자,4206
202410,서울특별시,서대문구,심하지 않은 장애,여자,3448
202410,서울특별시,마포구,심한 장애,남자,2769
202410,서울특별시,마포구,심한 장애,여자,1925
202410,서울특별시,마포구,심하지 않은 장애,남자,4236
202410,서울특별시,마포구,심하지 않은 장애,여자,3493
202410,서울특별시,양천구,심한 장애,남자,3674
202410,서울특별시,양천구,심한 장애,여자,2436
202410,서울특별시,양천구,심하지 않은 장애,남자,6582
202410,서울특별시,양천구,심하지 않은 장애,여자,4942
202410,서울특별시,강서구,심한 장애,남자,6883
202410,서울특별시,강서구,심한 장애,여자,4641
202410,서울특별시,강서구,심하지 않은 장애,남자,9383
202410,서울특별시,강서구,심하지 않은 장애,여자,7126
202410,서울특별시,구로구,심한 장애,남자,3913
202410,서울특별시,구로구,심한 장애,여자,2590
202410,서울특별시,구로구,심하지 않은 장애,남자,7333
202410,서울특별시,구로구,심하지 않은 장애,여자,5295
202410,서울특별시,금천구,심한 장애,남자,2477
202410,서울특별시,금천구,심한 장애,여자,1603
202410,서울특별시,금천구,심하지 않은 장애,남자,4655
202410,서울특별시,금천구,심하지 않은 장애,여자,3211
202410,서울특별시,영등포구,심한 장애,남자,3049
202410,서울특별시,영등포구,심한 장애,여자,1796
202410,서울특별시,영등포구,심하지 않은 장애,남자,5723
202410,서울특별시,영등포구,심하지 않은 장애,여자,4198
202410,서울특별시,동작구,심한 장애,남자,2947
202410,서울특별시,동작구,심한 장애,여자,2013
202410,서울특별시,동작구,심하지 않은 장애,남자,5097
202410,서울특별시,동작구,심하지 않은 장애,여자,3966
202410,서울특별시,관악구,심한 장애,남자,4231
202410,서울특별시,관악구,심한 장애,여자,2774
202410,서울특별시,관악구,심하지 않은 장애,남자,7466
202410,서울특별시,관악구,심하지 않은 장애,여자,5537
202410,서울특별시,서초구,심한 장애,남자,2396
202410,서울특별시,서초구,심한 장애,여자,1598
202410,서울특별시,서초구,심하지 않은 장애,남자,3573
202410,서울특별시,서초구,심하지 않은 장애,여자,2603
202410,서울특별시,강남구,심한 장애,남자,3979
202410,서울특별시,강남구,심한 장애,여자,2675
202410,서울특별시,강남구,심하지 않은 장애,남자,5028
202410,서울특별시,강남구,심하지 않은 장애,여자,3796
202410,서울특별시,송파구,심한 장애,남자,4751
202410,서울특별시,송파구,심한 장애,여자,2865
202410,서울특별시,송파구,심하지 않은 장애,남자,7262
202410,서울특별시,송파구,심하지 않은 장애,여자,5366
202410,서울특별시,강동구,심한 장애,남자,4435
202410,서울특별시,강동구,심한 장애,여자,2629
202410,서울특별시,강동구,심하지 않은 장애,남자,6839
202410,서울특별시,강동구,심하지 않은 장애,여자,4866
202410,부산광역시,중구,심한 장애,남자,515
202410,부산광역시,중구,심한 장애,여자,321
202410,부산광역시,중구,심하지 않은 장애,남자,925
202410,부산광역시,중구,심하지 않은 장애,여자,714
202410,부산광역시,서구,심한 장애,남자,1481
202410,부산광역시,서구,심한 장애,여자,963
202410,부산광역시,서구,심하지 않은 장애,남자,2328
202410,부산광역시,서구,심하지 않은 장애,여자,1784
202410,부산광역시,동구,심한 장애,남자,1284
202410,부산광역시,동구,심한 장애,여자,776
202410,부산광역시,동구,심하지 않은 장애,남자,2096
202410,부산광역시,동구,심하지 않은 장애,여자,1792
202410,부산광역시,영도구,심한 장애,남자,1953
202410,부산광역시,영도구,심한 장애,여자,1395
202410,부산광역시,영도구,심하지 않은 장애,남자,2884
202410,부산광역시,영도구,심하지 않은 장애,여자,2287
202410,부산광역시,부산진구,심한 장애,남자,4057
