통계연월,통계시도명,통계시군구명,장애정도,성별,등록장애인수
202006,서울특별시,종로구,심한 장애,남자,1338
202006,서울특별시,종로구,심한 장애,여자,896
202006,서울특별시,종로구,심하지 않은 장애,남자,2159
202006,서울특별시,종로구,심하지 않은 장애,여자,1653
202006,서울특별시,중구,심한 장애,남자,1238
202006,서울특별시,중구,심한 장애,여자,797
202006,서울특별시,중구,심하지 않은 장애,남자,2049
202006,서울특별시,중구,심하지 않은 장애,여자,1619
202006,서울특별시,용산구,심한 장애,남자,1674
202006,서울특별시,용산구,심한 장애,여자,1164
202006,서울특별시,용산구,심하지 않은 장애,남자,2954
202006,서울특별시,용산구,심하지 않은 장애,여자,2205
202006,서울특별시,성동구,심한 장애,남자,2449
202006,서울특별시,성동구,심한 장애,여자,1595
202006,서울특별시,성동구,심하지 않은 장애,남자,4210
202006,서울특별시,성동구,심하지 않은 장애,여자,3307
202006,서울특별시,광진구,심한 장애,남자,2660
202006,서울특별시,광진구,심한 장애,여자,1776
202006,서울특별시,광진구,심하지 않은 장애,남자,4617
202006,서울특별시,광진구,심하지 않은 장애,여자,3396
202006,서울특별시,동대문구,심한 장애,남자,3331
202006,서울특별시,동대문구,심한 장애,여자,2080
202006,서울특별시,동대문구,심하지 않은 장애,남자,5856
202006,서울특별시,동대문구,심하지 않은 장애,여자,4496
202006,서울특별시,중랑구,심한 장애,남자,4544
202006,서울특별시,중랑구,심한 장애,여자,2992
202006,서울특별시,중랑구,심하지 않은 장애,남자,7289
202006,서울특별시,중랑구,심하지 않은 장애,여자,5585
202006,서울특별시,성북구,심한 장애,남자,3601
202006,서울특별시,성북구,심한 장애,여자,2479
202006,서울특별시,성북구,심하지 않은 장애,남자,6460
202006,서울특별시,성북구,심하지 않은 장애,여자,5120
202006,서울특별시,강북구,심한 장애,남자,3860
202006,서울특별시,강북구,심한 장애,여자,2718
202006,서울특별시,강북구,심하지 않은 장애,남자,6106
202006,서울특별시,강북구,심하지 않은 장애,여자,4877
202006,서울특별시,도봉구,심한 장애,남자,3322
202006,서울특별시,도봉구,심한 장애,여자,2284
202006,서울특별시,도봉구,심하지 않은 장애,남자,5640
202006,서울특별시,도봉구,심하지 않은 장애,여자,4222
202006,서울특별시,노원구,심한 장애,남자,7039
202006,서울특별시,노원구,심한 장애,여자,5074
202006,서울특별시,노원구,심하지 않은 장애,남자,7990
202006,서울특별시,노원구,심하지 않은 장애,여자,7206
202006,서울특별시,은평구,심한 장애,남자,5255
202006,서울특별시,은평구,심한 장애,여자,3140
202006,서울특별시,은평구,심하지 않은 장애,남자,7428
202006,서울특별시,은평구,심하지 않은 장애,여자,5856
202006,서울특별시,서대문구,심한 장애,남자,2638
202006,서울특별시,서대문구,심한 장애,여자,1885
202006,서울특별시,서대문구,심하지 않은 장애,남자,4320
202006,서울특별시,서대문구,심하지 않은 장애,여자,3729
202006,서울특별시,마포구,심한 장애,남자,2874
202006,서울특별시,마포구,심한 장애,여자,2059
202006,서울특별시,마포구,심하지 않은 장애,남자,4507
