통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202503,서울특별시,종로구,지체,남자,1240
202503,서울특별시,종로구,지체,여자,1044
202503,서울특별시,종로구,시각,남자,411
202503,서울특별시,종로구,시각,여자,238
202503,서울특별시,종로구,청각,남자,544
202503,서울특별시,종로구,청각,여자,411
202503,서울특별시,종로구,언어,남자,25
202503,서울특별시,종로구,언어,여자,16
202503,서울특별시,종로구,지적,남자,224
202503,서울특별시,종로구,지적,여자,159
202503,서울특별시,종로구,뇌병변,남자,302
202503,서울특별시,종로구,뇌병변,여자,213
202503,서울특별시,종로구,자폐성,남자,100
202503,서울특별시,종로구,자폐성,여자,25
202503,서울특별시,종로구,정신,남자,120
202503,서울특별시,종로구,정신,여자,122
202503,서울특별시,종로구,신장,남자,164
202503,서울특별시,종로구,신장,여자,109
202503,서울특별시,종로구,심장,남자,7
202503,서울특별시,종로구,심장,여자,6
202503,서울특별시,종로구,호흡기,남자,17
202503,서울특별시,종로구,호흡기,여자,7
202503,서울특별시,종로구,간,남자,28
202503,서울특별시,종로구,간,여자,13
202503,서울특별시,종로구,안면,남자,3
202503,서울특별시,종로구,안면,여자,5
202503,서울특별시,종로구,장루.요루,남자,25
202503,서울특별시,종로구,장루.요루,여자,12
202503,서울특별시,종로구,뇌전증,남자,7
202503,서울특별시,종로구,뇌전증,여자,7
202503,서울특별시,중구,지체,남자,1213
202503,서울특별시,중구,지체,여자,1005
202503,서울특별시,중구,시각,남자,377
202503,서울특별시,중구,시각,여자,245
202503,서울특별시,중구,청각,남자,467
202503,서울특별시,중구,청각,여자,424
202503,서울특별시,중구,언어,남자,18
202503,서울특별시,중구,언어,여자,9
202503,서울특별시,중구,지적,남자,174
202503,서울특별시,중구,지적,여자,120
202503,서울특별시,중구,뇌병변,남자,306
202503,서울특별시,중구,뇌병변,여자,193
202503,서울특별시,중구,자폐성,남자,69
202503,서울특별시,중구,자폐성,여자,21
202503,서울특별시,중구,정신,남자,116
202503,서울특별시,중구,정신,여자,91
202503,서울특별시,중구,신장,남자,133
202503,서울특별시,중구,신장,여자,111
202503,서울특별시,중구,심장,남자,9
202503,서울특별시,중구,심장,여자,6
202503,서울특별시,중구,호흡기,남자,25
202503,서울특별시,중구,호흡기,여자,3
202503,서울특별시,중구,간,남자,26
202503,서울특별시,중구,간,여자,12
202503,서울특별시,중구,안면,남자,2
202503,서울특별시,중구,안면,여자,6
202503,서울특별시,중구,장루.요루,남자,25
202503,서울특별시,중구,장루.요루,여자,13
202503,서울특별시,중구,뇌전증,남자,8
202503,서울특별시,중구,뇌전증,여자,8
202503,서울특별시,용산구,지체,남자,1494
202503,서울특별시,용산구,지체,여자,1214
202503,서울특별시,용산구,시각,남자,500
202503,서울특별시,용산구,시각,여자,321
202503,서울특별시,용산구,청각,남자,619
202503,서울특별시,용산구,청각,여자,496
202503,서울특별시,용산구,언어,남자,38
202503,서울특별시,용산구,언어,여자,16
202503,서울특별시,용산구,지적,남자,312
202503,서울특별시,용산구,지적,여자,199
202503,서울특별시,용산구,뇌병변,남자,418
202503,서울특별시,용산구,뇌병변,여자,250
202503,서울특별시,용산구,자폐성,남자,131
202503,서울특별시,용산구,자폐성,여자,28
202503,서울특별시,용산구,정신,남자,135
202503,서울특별시,용산구,정신,여자,111
202503,서울특별시,용산구,신장,남자,228
202503,서울특별시,용산구,신장,여자,126
202503,서울특별시,용산구,심장,남자,10
202503,서울특별시,용산구,심장,여자,5
202503,서울특별시,용산구,호흡기,남자,31
202503,서울특별시,용산구,호흡기,여자,12
202503,서울특별시,용산구,간,남자,52
202503,서울특별시,용산구,간,여자,14
202503,서울특별시,용산구,안면,남자,4
202503,서울특별시,용산구,장루.요루,남자,35
202503,서울특별시,용산구,장루.요루,여자,27
202503,서울특별시,용산구,뇌전증,남자,9
202503,서울특별시,용산구,뇌전증,여자,6
202503,서울특별시,성동구,지체,남자,2531
202503,서울특별시,성동구,지체,여자,1960
202503,서울특별시,성동구,시각,남자,616
202503,서울특별시,성동구,시각,여자,467
202503,서울특별시,성동구,청각,남자,991
202503,서울특별시,성동구,청각,여자,810
202503,서울특별시,성동구,언어,남자,65
202503,서울특별시,성동구,언어,여자,19
202503,서울특별시,성동구,지적,남자,416
202503,서울특별시,성동구,지적,여자,282
202503,서울특별시,성동구,뇌병변,남자,599
202503,서울특별시,성동구,뇌병변,여자,426
202503,서울특별시,성동구,자폐성,남자,243
202503,서울특별시,성동구,자폐성,여자,35
202503,서울특별시,성동구,정신,남자,203
202503,서울특별시,성동구,정신,여자,191
202503,서울특별시,성동구,신장,남자,296
202503,서울특별시,성동구,신장,여자,206
202503,서울특별시,성동구,심장,남자,16
202503,서울특별시,성동구,심장,여자,13
202503,서울특별시,성동구,호흡기,남자,47
202503,서울특별시,성동구,호흡기,여자,17
202503,서울특별시,성동구,간,남자,57
202503,서울특별시,성동구,간,여자,27
202503,서울특별시,성동구,안면,남자,6
202503,서울특별시,성동구,안면,여자,4
202503,서울특별시,성동구,장루.요루,남자,56
202503,서울특별시,성동구,장루.요루,여자,37
202503,서울특별시,성동구,뇌전증,남자,18
202503,서울특별시,성동구,뇌전증,여자,15
202503,서울특별시,광진구,지체,남자,2796
202503,서울특별시,광진구,지체,여자,2238
202503,서울특별시,광진구,시각,남자,781
202503,서울특별시,광진구,시각,여자,513
202503,서울특별시,광진구,청각,남자,1136
202503,서울특별시,광진구,청각,여자,846
202503,서울특별시,광진구,언어,남자,62
202503,서울특별시,광진구,언어,여자,29
202503,서울특별시,광진구,지적,남자,476
202503,서울특별시,광진구,지적,여자,336
202503,서울특별시,광진구,뇌병변,남자,625
202503,서울특별시,광진구,뇌병변,여자,460
202503,서울특별시,광진구,자폐성,남자,206
202503,서울특별시,광진구,자폐성,여자,39
202503,서울특별시,광진구,정신,남자,248
202503,서울특별시,광진구,정신,여자,248
202503,서울특별시,광진구,신장,남자,363
202503,서울특별시,광진구,신장,여자,265
202503,서울특별시,광진구,심장,남자,21
202503,서울특별시,광진구,심장,여자,10
