통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202307,서울특별시,종로구,지체,남자,1300
202307,서울특별시,종로구,지체,여자,1074
202307,서울특별시,종로구,시각,남자,422
202307,서울특별시,종로구,시각,여자,243
202307,서울특별시,종로구,청각,남자,542
202307,서울특별시,종로구,청각,여자,412
202307,서울특별시,종로구,언어,남자,29
202307,서울특별시,종로구,언어,여자,16
202307,서울특별시,종로구,지적,남자,232
202307,서울특별시,종로구,지적,여자,158
202307,서울특별시,종로구,뇌병변,남자,311
202307,서울특별시,종로구,뇌병변,여자,214
202307,서울특별시,종로구,자폐성,남자,95
202307,서울특별시,종로구,자폐성,여자,18
202307,서울특별시,종로구,정신,남자,120
202307,서울특별시,종로구,정신,여자,123
202307,서울특별시,종로구,신장,남자,156
202307,서울특별시,종로구,신장,여자,106
202307,서울특별시,종로구,심장,남자,6
202307,서울특별시,종로구,심장,여자,6
202307,서울특별시,종로구,호흡기,남자,18
202307,서울특별시,종로구,호흡기,여자,8
202307,서울특별시,종로구,간,남자,31
202307,서울특별시,종로구,간,여자,14
202307,서울특별시,종로구,안면,남자,2
202307,서울특별시,종로구,안면,여자,3
202307,서울특별시,종로구,장루.요루,남자,23
202307,서울특별시,종로구,장루.요루,여자,11
202307,서울특별시,종로구,뇌전증,남자,6
202307,서울특별시,종로구,뇌전증,여자,6
202307,서울특별시,중구,지체,남자,1284
202307,서울특별시,중구,지체,여자,1056
202307,서울특별시,중구,시각,남자,414
202307,서울특별시,중구,시각,여자,262
202307,서울특별시,중구,청각,남자,483
202307,서울특별시,중구,청각,여자,418
202307,서울특별시,중구,언어,남자,19
202307,서울특별시,중구,언어,여자,9
202307,서울특별시,중구,지적,남자,186
202307,서울특별시,중구,지적,여자,119
202307,서울특별시,중구,뇌병변,남자,327
202307,서울특별시,중구,뇌병변,여자,197
202307,서울특별시,중구,자폐성,남자,62
202307,서울특별시,중구,자폐성,여자,19
202307,서울특별시,중구,정신,남자,124
202307,서울특별시,중구,정신,여자,88
202307,서울특별시,중구,신장,남자,130
202307,서울특별시,중구,신장,여자,100
202307,서울특별시,중구,심장,남자,9
202307,서울특별시,중구,심장,여자,5
202307,서울특별시,중구,호흡기,남자,29
202307,서울특별시,중구,호흡기,여자,3
202307,서울특별시,중구,간,남자,29
202307,서울특별시,중구,간,여자,9
202307,서울특별시,중구,안면,남자,3
202307,서울특별시,중구,안면,여자,6
202307,서울특별시,중구,장루.요루,남자,28
202307,서울특별시,중구,장루.요루,여자,15
202307,서울특별시,중구,뇌전증,남자,11
202307,서울특별시,중구,뇌전증,여자,9
202307,서울특별시,용산구,지체,남자,1670
202307,서울특별시,용산구,지체,여자,1388
