통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202211,서울특별시,종로구,지체,남자,1324
202211,서울특별시,종로구,지체,여자,1098
202211,서울특별시,종로구,시각,남자,434
202211,서울특별시,종로구,시각,여자,244
202211,서울특별시,종로구,청각,남자,544
202211,서울특별시,종로구,청각,여자,427
202211,서울특별시,종로구,언어,남자,30
202211,서울특별시,종로구,언어,여자,15
202211,서울특별시,종로구,지적,남자,232
202211,서울특별시,종로구,지적,여자,162
202211,서울특별시,종로구,뇌병변,남자,328
202211,서울특별시,종로구,뇌병변,여자,213
202211,서울특별시,종로구,자폐성,남자,89
202211,서울특별시,종로구,자폐성,여자,17
202211,서울특별시,종로구,정신,남자,130
202211,서울특별시,종로구,정신,여자,127
202211,서울특별시,종로구,신장,남자,153
202211,서울특별시,종로구,신장,여자,99
202211,서울특별시,종로구,심장,남자,6
202211,서울특별시,종로구,심장,여자,8
202211,서울특별시,종로구,호흡기,남자,18
202211,서울특별시,종로구,호흡기,여자,7
202211,서울특별시,종로구,간,남자,30
202211,서울특별시,종로구,간,여자,14
202211,서울특별시,종로구,안면,남자,3
202211,서울특별시,종로구,안면,여자,3
202211,서울특별시,종로구,장루.요루,남자,24
202211,서울특별시,종로구,장루.요루,여자,10
202211,서울특별시,종로구,뇌전증,남자,8
202211,서울특별시,종로구,뇌전증,여자,7
202211,서울특별시,중구,지체,남자,1309
202211,서울특별시,중구,지체,여자,1103
202211,서울특별시,중구,시각,남자,418
202211,서울특별시,중구,시각,여자,271
202211,서울특별시,중구,청각,남자,491
202211,서울특별시,중구,청각,여자,414
202211,서울특별시,중구,언어,남자,20
202211,서울특별시,중구,언어,여자,10
202211,서울특별시,중구,지적,남자,186
202211,서울특별시,중구,지적,여자,120
202211,서울특별시,중구,뇌병변,남자,336
202211,서울특별시,중구,뇌병변,여자,186
202211,서울특별시,중구,자폐성,남자,57
202211,서울특별시,중구,자폐성,여자,17
202211,서울특별시,중구,정신,남자,123
202211,서울특별시,중구,정신,여자,83
202211,서울특별시,중구,신장,남자,126
202211,서울특별시,중구,신장,여자,99
202211,서울특별시,중구,심장,남자,8
202211,서울특별시,중구,심장,여자,4
202211,서울특별시,중구,호흡기,남자,28
202211,서울특별시,중구,호흡기,여자,4
202211,서울특별시,중구,간,남자,29
202211,서울특별시,중구,간,여자,10
202211,서울특별시,중구,안면,남자,3
202211,서울특별시,중구,안면,여자,6
202211,서울특별시,중구,장루.요루,남자,26
202211,서울특별시,중구,장루.요루,여자,14
202211,서울특별시,중구,뇌전증,남자,12
202211,서울특별시,중구,뇌전증,여자,10
202211,서울특별시,용산구,지체,남자,1722
202211,서울특별시,용산구,지체,여자,1436
202211,서울특별시,용산구,시각,남자,565
202211,서울특별시,용산구,시각,여자,358
202211,서울특별시,용산구,청각,남자,652
202211,서울특별시,용산구,청각,여자,532
202211,서울특별시,용산구,언어,남자,43
202211,서울특별시,용산구,언어,여자,16
202211,서울특별시,용산구,지적,남자,328
202211,서울특별시,용산구,지적,여자,194
202211,서울특별시,용산구,뇌병변,남자,424
202211,서울특별시,용산구,뇌병변,여자,301
202211,서울특별시,용산구,자폐성,남자,113
202211,서울특별시,용산구,자폐성,여자,27
202211,서울특별시,용산구,정신,남자,148
202211,서울특별시,용산구,정신,여자,130
202211,서울특별시,용산구,신장,남자,224
202211,서울특별시,용산구,신장,여자,146
202211,서울특별시,용산구,심장,남자,12
202211,서울특별시,용산구,심장,여자,7
202211,서울특별시,용산구,호흡기,남자,35
202211,서울특별시,용산구,호흡기,여자,12
202211,서울특별시,용산구,간,남자,57
202211,서울특별시,용산구,간,여자,15
202211,서울특별시,용산구,안면,남자,4
202211,서울특별시,용산구,안면,여자,1
202211,서울특별시,용산구,장루.요루,남자,44
202211,서울특별시,용산구,장루.요루,여자,29
202211,서울특별시,용산구,뇌전증,남자,12
202211,서울특별시,용산구,뇌전증,여자,10
202211,서울특별시,성동구,지체,남자,2741
202211,서울특별시,성동구,지체,여자,2152
202211,서울특별시,성동구,시각,남자,638
202211,서울특별시,성동구,시각,여자,463
202211,서울특별시,성동구,청각,남자,927
202211,서울특별시,성동구,청각,여자,785
202211,서울특별시,성동구,언어,남자,80
202211,서울특별시,성동구,언어,여자,20
202211,서울특별시,성동구,지적,남자,425
202211,서울특별시,성동구,지적,여자,276
202211,서울특별시,성동구,뇌병변,남자,665
202211,서울특별시,성동구,뇌병변,여자,449
202211,서울특별시,성동구,자폐성,남자,182
202211,서울특별시,성동구,자폐성,여자,29
202211,서울특별시,성동구,정신,남자,214
202211,서울특별시,성동구,정신,여자,184
202211,서울특별시,성동구,신장,남자,300
202211,서울특별시,성동구,신장,여자,201
202211,서울특별시,성동구,심장,남자,19
202211,서울특별시,성동구,심장,여자,12
202211,서울특별시,성동구,호흡기,남자,65
202211,서울특별시,성동구,호흡기,여자,19
202211,서울특별시,성동구,간,남자,60
202211,서울특별시,성동구,간,여자,30
202211,서울특별시,성동구,안면,남자,8
202211,서울특별시,성동구,안면,여자,4
202211,서울특별시,성동구,장루.요루,남자,57
202211,서울특별시,성동구,장루.요루,여자,36
202211,서울특별시,성동구,뇌전증,남자,25
202211,서울특별시,성동구,뇌전증,여자,18
202211,서울특별시,광진구,지체,남자,2948
202211,서울특별시,광진구,지체,여자,2354
202211,서울특별시,광진구,시각,남자,793
202211,서울특별시,광진구,시각,여자,513
202211,서울특별시,광진구,청각,남자,1054
202211,서울특별시,광진구,청각,여자,774
202211,서울특별시,광진구,언어,남자,64
202211,서울특별시,광진구,언어,여자,28
202211,서울특별시,광진구,지적,남자,463
202211,서울특별시,광진구,지적,여자,340
202211,서울특별시,광진구,뇌병변,남자,664
202211,서울특별시,광진구,뇌병변,여자,493
202211,서울특별시,광진구,자폐성,남자,177
202211,서울특별시,광진구,자폐성,여자,32
202211,서울특별시,광진구,정신,남자,255
202211,서울특별시,광진구,정신,여자,263
202211,서울특별시,광진구,신장,남자,345
202211,서울특별시,광진구,신장,여자,255
202211,서울특별시,광진구,심장,남자,22
202211,서울특별시,광진구,심장,여자,10
202211,서울특별시,광진구,호흡기,남자,50
202211,서울특별시,광진구,호흡기,여자,8
202211,서울특별시,광진구,간,남자,42
202211,서울특별시,광진구,간,여자,21
202211,서울특별시,광진구,안면,남자,5
202211,서울특별시,광진구,안면,여자,4
202211,서울특별시,광진구,장루.요루,남자,83
202211,서울특별시,광진구,장루.요루,여자,32
202211,서울특별시,광진구,뇌전증,남자,28
202211,서울특별시,광진구,뇌전증,여자,17
202211,서울특별시,동대문구,지체,남자,3878
202211,서울특별시,동대문구,지체,여자,3070
202211,서울특별시,동대문구,시각,남자,929
202211,서울특별시,동대문구,시각,여자,556
202211,서울특별시,동대문구,청각,남자,1377
202211,서울특별시,동대문구,청각,여자,1096
202211,서울특별시,동대문구,언어,남자,103
202211,서울특별시,동대문구,언어,여자,36
202211,서울특별시,동대문구,지적,남자,584
202211,서울특별시,동대문구,지적,여자,325
202211,서울특별시,동대문구,뇌병변,남자,895
202211,서울특별시,동대문구,뇌병변,여자,626
202211,서울특별시,동대문구,자폐성,남자,162
202211,서울특별시,동대문구,자폐성,여자,28
202211,서울특별시,동대문구,정신,남자,338
202211,서울특별시,동대문구,정신,여자,298
202211,서울특별시,동대문구,신장,남자,415
202211,서울특별시,동대문구,신장,여자,296
202211,서울특별시,동대문구,심장,남자,23
202211,서울특별시,동대문구,심장,여자,11
202211,서울특별시,동대문구,호흡기,남자,62
202211,서울특별시,동대문구,호흡기,여자,14
202211,서울특별시,동대문구,간,남자,71
202211,서울특별시,동대문구,간,여자,36
202211,서울특별시,동대문구,안면,남자,10
202211,서울특별시,동대문구,안면,여자,8
202211,서울특별시,동대문구,장루.요루,남자,69
202211,서울특별시,동대문구,장루.요루,여자,45
202211,서울특별시,동대문구,뇌전증,남자,22
202211,서울특별시,동대문구,뇌전증,여자,19
202211,서울특별시,중랑구,지체,남자,5204
202211,서울특별시,중랑구,지체,여자,4007
202211,서울특별시,중랑구,시각,남자,1245
202211,서울특별시,중랑구,시각,여자,842
202211,서울특별시,중랑구,청각,남자,1499
202211,서울특별시,중랑구,청각,여자,1133
202211,서울특별시,중랑구,언어,남자,130
202211,서울특별시,중랑구,언어,여자,51
202211,서울특별시,중랑구,지적,남자,828
202211,서울특별시,중랑구,지적,여자,512
202211,서울특별시,중랑구,뇌병변,남자,1230
202211,서울특별시,중랑구,뇌병변,여자,825
202211,서울특별시,중랑구,자폐성,남자,224
202211,서울특별시,중랑구,자폐성,여자,45
202211,서울특별시,중랑구,정신,남자,431
202211,서울특별시,중랑구,정신,여자,436
202211,서울특별시,중랑구,신장,남자,589
202211,서울특별시,중랑구,신장,여자,412
202211,서울특별시,중랑구,심장,남자,30
202211,서울특별시,중랑구,심장,여자,19
202211,서울특별시,중랑구,호흡기,남자,110
202211,서울특별시,중랑구,호흡기,여자,27
202211,서울특별시,중랑구,간,남자,63
202211,서울특별시,중랑구,간,여자,39
202211,서울특별시,중랑구,안면,남자,5
202211,서울특별시,중랑구,안면,여자,9
202211,서울특별시,중랑구,장루.요루,남자,103
202211,서울특별시,중랑구,장루.요루,여자,60
202211,서울특별시,중랑구,뇌전증,남자,37
202211,서울특별시,중랑구,뇌전증,여자,35
202211,서울특별시,성북구,지체,남자,4115
202211,서울특별시,성북구,지체,여자,3391
202211,서울특별시,성북구,시각,남자,1159
202211,서울특별시,성북구,시각,여자,774
202211,서울특별시,성북구,청각,남자,1452
202211,서울특별시,성북구,청각,여자,1185
202211,서울특별시,성북구,언어,남자,120
202211,서울특별시,성북구,언어,여자,53
202211,서울특별시,성북구,지적,남자,718
202211,서울특별시,성북구,지적,여자,450
202211,서울특별시,성북구,뇌병변,남자,1014
202211,서울특별시,성북구,뇌병변,여자,757
202211,서울특별시,성북구,자폐성,남자,229
202211,서울특별시,성북구,자폐성,여자,39
202211,서울특별시,성북구,정신,남자,332
202211,서울특별시,성북구,정신,여자,309
202211,서울특별시,성북구,신장,남자,480
202211,서울특별시,성북구,신장,여자,350
202211,서울특별시,성북구,심장,남자,25
202211,서울특별시,성북구,심장,여자,11
202211,서울특별시,성북구,호흡기,남자,71
