통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202401,서울특별시,종로구,지체,남자,1279
202401,서울특별시,종로구,지체,여자,1066
202401,서울특별시,종로구,시각,남자,416
202401,서울특별시,종로구,시각,여자,247
202401,서울특별시,종로구,청각,남자,549
202401,서울특별시,종로구,청각,여자,401
202401,서울특별시,종로구,언어,남자,29
202401,서울특별시,종로구,언어,여자,17
202401,서울특별시,종로구,지적,남자,230
202401,서울특별시,종로구,지적,여자,154
202401,서울특별시,종로구,뇌병변,남자,313
202401,서울특별시,종로구,뇌병변,여자,217
202401,서울특별시,종로구,자폐성,남자,95
202401,서울특별시,종로구,자폐성,여자,24
202401,서울특별시,종로구,정신,남자,119
202401,서울특별시,종로구,정신,여자,125
202401,서울특별시,종로구,신장,남자,163
202401,서울특별시,종로구,신장,여자,103
202401,서울특별시,종로구,심장,남자,6
202401,서울특별시,종로구,심장,여자,8
202401,서울특별시,종로구,호흡기,남자,18
202401,서울특별시,종로구,호흡기,여자,8
202401,서울특별시,종로구,간,남자,30
202401,서울특별시,종로구,간,여자,14
202401,서울특별시,종로구,안면,남자,3
202401,서울특별시,종로구,안면,여자,4
202401,서울특별시,종로구,장루.요루,남자,24
202401,서울특별시,종로구,장루.요루,여자,11
202401,서울특별시,종로구,뇌전증,남자,6
202401,서울특별시,종로구,뇌전증,여자,8
202401,서울특별시,중구,지체,남자,1272
202401,서울특별시,중구,지체,여자,1045
202401,서울특별시,중구,시각,남자,397
202401,서울특별시,중구,시각,여자,253
202401,서울특별시,중구,청각,남자,480
202401,서울특별시,중구,청각,여자,430
202401,서울특별시,중구,언어,남자,19
202401,서울특별시,중구,언어,여자,10
202401,서울특별시,중구,지적,남자,185
202401,서울특별시,중구,지적,여자,120
202401,서울특별시,중구,뇌병변,남자,330
202401,서울특별시,중구,뇌병변,여자,193
202401,서울특별시,중구,자폐성,남자,64
202401,서울특별시,중구,자폐성,여자,21
202401,서울특별시,중구,정신,남자,125
202401,서울특별시,중구,정신,여자,87
202401,서울특별시,중구,신장,남자,131
202401,서울특별시,중구,신장,여자,108
202401,서울특별시,중구,심장,남자,9
202401,서울특별시,중구,심장,여자,6
202401,서울특별시,중구,호흡기,남자,28
202401,서울특별시,중구,호흡기,여자,4
202401,서울특별시,중구,간,남자,26
202401,서울특별시,중구,간,여자,9
202401,서울특별시,중구,안면,남자,2
202401,서울특별시,중구,안면,여자,6
202401,서울특별시,중구,장루.요루,남자,29
202401,서울특별시,중구,장루.요루,여자,15
202401,서울특별시,중구,뇌전증,남자,9
202401,서울특별시,중구,뇌전증,여자,8
202401,서울특별시,용산구,지체,남자,1609
202401,서울특별시,용산구,지체,여자,1337
202401,서울특별시,용산구,시각,남자,533
202401,서울특별시,용산구,시각,여자,336
202401,서울특별시,용산구,청각,남자,656
202401,서울특별시,용산구,청각,여자,518
202401,서울특별시,용산구,언어,남자,37
202401,서울특별시,용산구,언어,여자,14
202401,서울특별시,용산구,지적,남자,327
202401,서울특별시,용산구,지적,여자,202
202401,서울특별시,용산구,뇌병변,남자,410
202401,서울특별시,용산구,뇌병변,여자,282
202401,서울특별시,용산구,자폐성,남자,123
202401,서울특별시,용산구,자폐성,여자,27
202401,서울특별시,용산구,정신,남자,144
202401,서울특별시,용산구,정신,여자,114
202401,서울특별시,용산구,신장,남자,234
202401,서울특별시,용산구,신장,여자,128
202401,서울특별시,용산구,심장,남자,11
202401,서울특별시,용산구,심장,여자,5
202401,서울특별시,용산구,호흡기,남자,37
202401,서울특별시,용산구,호흡기,여자,14
202401,서울특별시,용산구,간,남자,54
202401,서울특별시,용산구,간,여자,14
202401,서울특별시,용산구,안면,남자,3
202401,서울특별시,용산구,안면,여자,1
202401,서울특별시,용산구,장루.요루,남자,33
202401,서울특별시,용산구,장루.요루,여자,26
202401,서울특별시,용산구,뇌전증,남자,11
202401,서울특별시,용산구,뇌전증,여자,7
202401,서울특별시,성동구,지체,남자,2629
202401,서울특별시,성동구,지체,여자,2071
202401,서울특별시,성동구,시각,남자,631
202401,서울특별시,성동구,시각,여자,469
202401,서울특별시,성동구,청각,남자,956
202401,서울특별시,성동구,청각,여자,811
202401,서울특별시,성동구,언어,남자,69
202401,서울특별시,성동구,언어,여자,17
202401,서울특별시,성동구,지적,남자,425
202401,서울특별시,성동구,지적,여자,281
202401,서울특별시,성동구,뇌병변,남자,609
202401,서울특별시,성동구,뇌병변,여자,434
202401,서울특별시,성동구,자폐성,남자,213
202401,서울특별시,성동구,자폐성,여자,35
202401,서울특별시,성동구,정신,남자,208
202401,서울특별시,성동구,정신,여자,190
202401,서울특별시,성동구,신장,남자,298
202401,서울특별시,성동구,신장,여자,203
202401,서울특별시,성동구,심장,남자,18
202401,서울특별시,성동구,심장,여자,12
202401,서울특별시,성동구,호흡기,남자,55
202401,서울특별시,성동구,호흡기,여자,22
202401,서울특별시,성동구,간,남자,60
202401,서울특별시,성동구,간,여자,29
202401,서울특별시,성동구,안면,남자,7
202401,서울특별시,성동구,안면,여자,4
202401,서울특별시,성동구,장루.요루,남자,59
202401,서울특별시,성동구,장루.요루,여자,40
202401,서울특별시,성동구,뇌전증,남자,20
202401,서울특별시,성동구,뇌전증,여자,19
202401,서울특별시,광진구,지체,남자,2870
202401,서울특별시,광진구,지체,여자,2299
202401,서울특별시,광진구,시각,남자,781
202401,서울특별시,광진구,시각,여자,507
202401,서울특별시,광진구,청각,남자,1082
202401,서울특별시,광진구,청각,여자,808
202401,서울특별시,광진구,언어,남자,61
202401,서울특별시,광진구,언어,여자,29
202401,서울특별시,광진구,지적,남자,487
202401,서울특별시,광진구,지적,여자,344
202401,서울특별시,광진구,뇌병변,남자,651
202401,서울특별시,광진구,뇌병변,여자,474
202401,서울특별시,광진구,자폐성,남자,197
202401,서울특별시,광진구,자폐성,여자,34
202401,서울특별시,광진구,정신,남자,258
202401,서울특별시,광진구,정신,여자,253
202401,서울특별시,광진구,신장,남자,355
202401,서울특별시,광진구,신장,여자,276
202401,서울특별시,광진구,심장,남자,20
202401,서울특별시,광진구,심장,여자,9
202401,서울특별시,광진구,호흡기,남자,52
202401,서울특별시,광진구,호흡기,여자,10
202401,서울특별시,광진구,간,남자,48
202401,서울특별시,광진구,간,여자,20
202401,서울특별시,광진구,안면,남자,6
202401,서울특별시,광진구,안면,여자,4
202401,서울특별시,광진구,장루.요루,남자,86
202401,서울특별시,광진구,장루.요루,여자,36
202401,서울특별시,광진구,뇌전증,남자,26
202401,서울특별시,광진구,뇌전증,여자,21
202401,서울특별시,동대문구,지체,남자,3774
202401,서울특별시,동대문구,지체,여자,3017
202401,서울특별시,동대문구,시각,남자,929
202401,서울특별시,동대문구,시각,여자,556
202401,서울특별시,동대문구,청각,남자,1396
202401,서울특별시,동대문구,청각,여자,1140
202401,서울특별시,동대문구,언어,남자,99
202401,서울특별시,동대문구,언어,여자,36
202401,서울특별시,동대문구,지적,남자,604
202401,서울특별시,동대문구,지적,여자,330
202401,서울특별시,동대문구,뇌병변,남자,863
202401,서울특별시,동대문구,뇌병변,여자,593
202401,서울특별시,동대문구,자폐성,남자,189
202401,서울특별시,동대문구,자폐성,여자,38
202401,서울특별시,동대문구,정신,남자,344
202401,서울특별시,동대문구,정신,여자,296
202401,서울특별시,동대문구,신장,남자,428
202401,서울특별시,동대문구,신장,여자,292
202401,서울특별시,동대문구,심장,남자,24
202401,서울특별시,동대문구,심장,여자,14
202401,서울특별시,동대문구,호흡기,남자,54
202401,서울특별시,동대문구,호흡기,여자,16
202401,서울특별시,동대문구,간,남자,78
202401,서울특별시,동대문구,간,여자,39
202401,서울특별시,동대문구,안면,남자,10
202401,서울특별시,동대문구,안면,여자,9
202401,서울특별시,동대문구,장루.요루,남자,78
202401,서울특별시,동대문구,장루.요루,여자,50
202401,서울특별시,동대문구,뇌전증,남자,20
202401,서울특별시,동대문구,뇌전증,여자,18
202401,서울특별시,중랑구,지체,남자,5099
202401,서울특별시,중랑구,지체,여자,3954
202401,서울특별시,중랑구,시각,남자,1249
202401,서울특별시,중랑구,시각,여자,847
202401,서울특별시,중랑구,청각,남자,1524
202401,서울특별시,중랑구,청각,여자,1166
202401,서울특별시,중랑구,언어,남자,133
202401,서울특별시,중랑구,언어,여자,48
202401,서울특별시,중랑구,지적,남자,843
202401,서울특별시,중랑구,지적,여자,531
202401,서울특별시,중랑구,뇌병변,남자,1224
202401,서울특별시,중랑구,뇌병변,여자,807
202401,서울특별시,중랑구,자폐성,남자,245
202401,서울특별시,중랑구,자폐성,여자,51
202401,서울특별시,중랑구,정신,남자,431
202401,서울특별시,중랑구,정신,여자,461
202401,서울특별시,중랑구,신장,남자,588
202401,서울특별시,중랑구,신장,여자,426
202401,서울특별시,중랑구,심장,남자,29
202401,서울특별시,중랑구,심장,여자,16
202401,서울특별시,중랑구,호흡기,남자,104
202401,서울특별시,중랑구,호흡기,여자,32
202401,서울특별시,중랑구,간,남자,68
202401,서울특별시,중랑구,간,여자,40
202401,서울특별시,중랑구,안면,남자,6
202401,서울특별시,중랑구,안면,여자,11
202401,서울특별시,중랑구,장루.요루,남자,100
202401,서울특별시,중랑구,장루.요루,여자,63
202401,서울특별시,중랑구,뇌전증,남자,31
202401,서울특별시,중랑구,뇌전증,여자,37
202401,서울특별시,성북구,지체,남자,3958
202401,서울특별시,성북구,지체,여자,3295
202401,서울특별시,성북구,시각,남자,1124
202401,서울특별시,성북구,시각,여자,733
202401,서울특별시,성북구,청각,남자,1438
202401,서울특별시,성북구,청각,여자,1184
202401,서울특별시,성북구,언어,남자,113
202401,서울특별시,성북구,언어,여자,47
202401,서울특별시,성북구,지적,남자,727
202401,서울특별시,성북구,지적,여자,461
202401,서울특별시,성북구,뇌병변,남자,955
202401,서울특별시,성북구,뇌병변,여자,736
202401,서울특별시,성북구,자폐성,남자,261
202401,서울특별시,성북구,자폐성,여자,44
202401,서울특별시,성북구,정신,남자,315
202401,서울특별시,성북구,정신,여자,300
202401,서울특별시,성북구,신장,남자,484
202401,서울특별시,성북구,신장,여자,371
202401,서울특별시,성북구,심장,남자,24
202401,서울특별시,성북구,심장,여자,10
202401,서울특별시,성북구,호흡기,남자,62
202401,서울특별시,성북구,호흡기,여자,27
202401,서울특별시,성북구,간,남자,83
202401,서울특별시,성북구,간,여자,43
202401,서울특별시,성북구,안면,남자,9
202401,서울특별시,성북구,안면,여자,9
202401,서울특별시,성북구,장루.요루,남자,89
202401,서울특별시,성북구,장루.요루,여자,58
202401,서울특별시,성북구,뇌전증,남자,26
202401,서울특별시,성북구,뇌전증,여자,21
202401,서울특별시,강북구,지체,남자,3925
202401,서울특별시,강북구,지체,여자,3160
202401,서울특별시,강북구,시각,남자,1071
202401,서울특별시,강북구,시각,여자,831
202401,서울특별시,강북구,청각,남자,1550
202401,서울특별시,강북구,청각,여자,1271
202401,서울특별시,강북구,언어,남자,110
202401,서울특별시,강북구,언어,여자,44
202401,서울특별시,강북구,지적,남자,705
202401,서울특별시,강북구,지적,여자,530
202401,서울특별시,강북구,뇌병변,남자,953
202401,서울특별시,강북구,뇌병변,여자,641
202401,서울특별시,강북구,자폐성,남자,180
202401,서울특별시,강북구,자폐성,여자,37
202401,서울특별시,강북구,정신,남자,364
202401,서울특별시,강북구,정신,여자,369
202401,서울특별시,강북구,신장,남자,461
202401,서울특별시,강북구,신장,여자,317
202401,서울특별시,강북구,심장,남자,16
202401,서울특별시,강북구,심장,여자,12
202401,서울특별시,강북구,호흡기,남자,74
202401,서울특별시,강북구,호흡기,여자,21
202401,서울특별시,강북구,간,남자,57
202401,서울특별시,강북구,간,여자,30
202401,서울특별시,강북구,안면,남자,3
202401,서울특별시,강북구,안면,여자,3
202401,서울특별시,강북구,장루.요루,남자,80
202401,서울특별시,강북구,장루.요루,여자,51
202401,서울특별시,강북구,뇌전증,남자,24
202401,서울특별시,강북구,뇌전증,여자,26
202401,서울특별시,도봉구,지체,남자,3513
202401,서울특별시,도봉구,지체,여자,2754
202401,서울특별시,도봉구,시각,남자,958
202401,서울특별시,도봉구,시각,여자,644
202401,서울특별시,도봉구,청각,남자,1313
202401,서울특별시,도봉구,청각,여자,1074
202401,서울특별시,도봉구,언어,남자,72
202401,서울특별시,도봉구,언어,여자,34
202401,서울특별시,도봉구,지적,남자,703
202401,서울특별시,도봉구,지적,여자,433
202401,서울특별시,도봉구,뇌병변,남자,910
202401,서울특별시,도봉구,뇌병변,여자,633
202401,서울특별시,도봉구,자폐성,남자,193
202401,서울특별시,도봉구,자폐성,여자,43
202401,서울특별시,도봉구,정신,남자,373
202401,서울특별시,도봉구,정신,여자,316
202401,서울특별시,도봉구,신장,남자,421
202401,서울특별시,도봉구,신장,여자,304
202401,서울특별시,도봉구,심장,남자,24
202401,서울특별시,도봉구,심장,여자,10
202401,서울특별시,도봉구,호흡기,남자,48
202401,서울특별시,도봉구,호흡기,여자,15
202401,서울특별시,도봉구,간,남자,60
202401,서울특별시,도봉구,간,여자,41
202401,서울특별시,도봉구,안면,남자,10
202401,서울특별시,도봉구,안면,여자,7
