통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202309,서울특별시,종로구,지체,남자,1285
202309,서울특별시,종로구,지체,여자,1068
202309,서울특별시,종로구,시각,남자,427
202309,서울특별시,종로구,시각,여자,243
202309,서울특별시,종로구,청각,남자,549
202309,서울특별시,종로구,청각,여자,409
202309,서울특별시,종로구,언어,남자,29
202309,서울특별시,종로구,언어,여자,17
202309,서울특별시,종로구,지적,남자,233
202309,서울특별시,종로구,지적,여자,156
202309,서울특별시,종로구,뇌병변,남자,307
202309,서울특별시,종로구,뇌병변,여자,211
202309,서울특별시,종로구,자폐성,남자,93
202309,서울특별시,종로구,자폐성,여자,21
202309,서울특별시,종로구,정신,남자,119
202309,서울특별시,종로구,정신,여자,122
202309,서울특별시,종로구,신장,남자,159
202309,서울특별시,종로구,신장,여자,104
202309,서울특별시,종로구,심장,남자,6
202309,서울특별시,종로구,심장,여자,6
202309,서울특별시,종로구,호흡기,남자,18
202309,서울특별시,종로구,호흡기,여자,8
202309,서울특별시,종로구,간,남자,30
202309,서울특별시,종로구,간,여자,14
202309,서울특별시,종로구,안면,남자,2
202309,서울특별시,종로구,안면,여자,3
202309,서울특별시,종로구,장루.요루,남자,20
202309,서울특별시,종로구,장루.요루,여자,11
202309,서울특별시,종로구,뇌전증,남자,6
202309,서울특별시,종로구,뇌전증,여자,7
202309,서울특별시,중구,지체,남자,1280
202309,서울특별시,중구,지체,여자,1052
202309,서울특별시,중구,시각,남자,404
202309,서울특별시,중구,시각,여자,258
202309,서울특별시,중구,청각,남자,484
202309,서울특별시,중구,청각,여자,416
202309,서울특별시,중구,언어,남자,18
202309,서울특별시,중구,언어,여자,10
202309,서울특별시,중구,지적,남자,185
202309,서울특별시,중구,지적,여자,120
202309,서울특별시,중구,뇌병변,남자,327
202309,서울특별시,중구,뇌병변,여자,197
202309,서울특별시,중구,자폐성,남자,64
202309,서울특별시,중구,자폐성,여자,19
202309,서울특별시,중구,정신,남자,122
202309,서울특별시,중구,정신,여자,89
202309,서울특별시,중구,신장,남자,127
202309,서울특별시,중구,신장,여자,99
202309,서울특별시,중구,심장,남자,9
202309,서울특별시,중구,심장,여자,5
202309,서울특별시,중구,호흡기,남자,29
202309,서울특별시,중구,호흡기,여자,3
202309,서울특별시,중구,간,남자,26
202309,서울특별시,중구,간,여자,9
202309,서울특별시,중구,안면,남자,2
202309,서울특별시,중구,안면,여자,6
202309,서울특별시,중구,장루.요루,남자,30
202309,서울특별시,중구,장루.요루,여자,15
202309,서울특별시,중구,뇌전증,남자,10
202309,서울특별시,중구,뇌전증,여자,8
202309,서울특별시,용산구,지체,남자,1659
202309,서울특별시,용산구,지체,여자,1376
202309,서울특별시,용산구,시각,남자,553
202309,서울특별시,용산구,시각,여자,344
202309,서울특별시,용산구,청각,남자,662
202309,서울특별시,용산구,청각,여자,533
202309,서울특별시,용산구,언어,남자,39
202309,서울특별시,용산구,언어,여자,15
202309,서울특별시,용산구,지적,남자,334
202309,서울특별시,용산구,지적,여자,206
202309,서울특별시,용산구,뇌병변,남자,419
202309,서울특별시,용산구,뇌병변,여자,293
202309,서울특별시,용산구,자폐성,남자,124
202309,서울특별시,용산구,자폐성,여자,27
202309,서울특별시,용산구,정신,남자,143
202309,서울특별시,용산구,정신,여자,118
202309,서울특별시,용산구,신장,남자,226
202309,서울특별시,용산구,신장,여자,136
202309,서울특별시,용산구,심장,남자,11
202309,서울특별시,용산구,심장,여자,5
202309,서울특별시,용산구,호흡기,남자,38
202309,서울특별시,용산구,호흡기,여자,14
202309,서울특별시,용산구,간,남자,54
202309,서울특별시,용산구,간,여자,14
202309,서울특별시,용산구,안면,남자,3
202309,서울특별시,용산구,안면,여자,1
202309,서울특별시,용산구,장루.요루,남자,36
202309,서울특별시,용산구,장루.요루,여자,26
202309,서울특별시,용산구,뇌전증,남자,11
202309,서울특별시,용산구,뇌전증,여자,8
202309,서울특별시,성동구,지체,남자,2655
202309,서울특별시,성동구,지체,여자,2076
202309,서울특별시,성동구,시각,남자,635
202309,서울특별시,성동구,시각,여자,463
202309,서울특별시,성동구,청각,남자,947
202309,서울특별시,성동구,청각,여자,788
202309,서울특별시,성동구,언어,남자,72
202309,서울특별시,성동구,언어,여자,18
202309,서울특별시,성동구,지적,남자,421
202309,서울특별시,성동구,지적,여자,275
202309,서울특별시,성동구,뇌병변,남자,643
202309,서울특별시,성동구,뇌병변,여자,434
202309,서울특별시,성동구,자폐성,남자,200
202309,서울특별시,성동구,자폐성,여자,30
202309,서울특별시,성동구,정신,남자,208
202309,서울특별시,성동구,정신,여자,195
202309,서울특별시,성동구,신장,남자,297
202309,서울특별시,성동구,신장,여자,204
202309,서울특별시,성동구,심장,남자,19
202309,서울특별시,성동구,심장,여자,12
202309,서울특별시,성동구,호흡기,남자,59
202309,서울특별시,성동구,호흡기,여자,21
202309,서울특별시,성동구,간,남자,60
202309,서울특별시,성동구,간,여자,30
202309,서울특별시,성동구,안면,남자,8
202309,서울특별시,성동구,안면,여자,4
202309,서울특별시,성동구,장루.요루,남자,66
202309,서울특별시,성동구,장루.요루,여자,38
202309,서울특별시,성동구,뇌전증,남자,20
202309,서울특별시,성동구,뇌전증,여자,19
202309,서울특별시,광진구,지체,남자,2888
202309,서울특별시,광진구,지체,여자,2312
202309,서울특별시,광진구,시각,남자,788
202309,서울특별시,광진구,시각,여자,503
202309,서울특별시,광진구,청각,남자,1053
202309,서울특별시,광진구,청각,여자,805
202309,서울특별시,광진구,언어,남자,61
202309,서울특별시,광진구,언어,여자,30
202309,서울특별시,광진구,지적,남자,481
202309,서울특별시,광진구,지적,여자,346
202309,서울특별시,광진구,뇌병변,남자,663
202309,서울특별시,광진구,뇌병변,여자,479
202309,서울특별시,광진구,자폐성,남자,194
202309,서울특별시,광진구,자폐성,여자,34
202309,서울특별시,광진구,정신,남자,253
