통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202210,서울특별시,종로구,지체,남자,1327
202210,서울특별시,종로구,지체,여자,1103
202210,서울특별시,종로구,시각,남자,437
202210,서울특별시,종로구,시각,여자,248
202210,서울특별시,종로구,청각,남자,541
202210,서울특별시,종로구,청각,여자,424
202210,서울특별시,종로구,언어,남자,31
202210,서울특별시,종로구,언어,여자,16
202210,서울특별시,종로구,지적,남자,231
202210,서울특별시,종로구,지적,여자,166
202210,서울특별시,종로구,뇌병변,남자,328
202210,서울특별시,종로구,뇌병변,여자,211
202210,서울특별시,종로구,자폐성,남자,89
202210,서울특별시,종로구,자폐성,여자,18
202210,서울특별시,종로구,정신,남자,130
202210,서울특별시,종로구,정신,여자,127
202210,서울특별시,종로구,신장,남자,151
202210,서울특별시,종로구,신장,여자,99
202210,서울특별시,종로구,심장,남자,6
202210,서울특별시,종로구,심장,여자,8
202210,서울특별시,종로구,호흡기,남자,19
202210,서울특별시,종로구,호흡기,여자,6
202210,서울특별시,종로구,간,남자,29
202210,서울특별시,종로구,간,여자,14
202210,서울특별시,종로구,안면,남자,3
202210,서울특별시,종로구,안면,여자,3
202210,서울특별시,종로구,장루.요루,남자,24
202210,서울특별시,종로구,장루.요루,여자,10
202210,서울특별시,종로구,뇌전증,남자,8
202210,서울특별시,종로구,뇌전증,여자,7
202210,서울특별시,중구,지체,남자,1310
202210,서울특별시,중구,지체,여자,1103
202210,서울특별시,중구,시각,남자,414
202210,서울특별시,중구,시각,여자,271
202210,서울특별시,중구,청각,남자,487
202210,서울특별시,중구,청각,여자,409
202210,서울특별시,중구,언어,남자,22
202210,서울특별시,중구,언어,여자,9
202210,서울특별시,중구,지적,남자,186
202210,서울특별시,중구,지적,여자,120
202210,서울특별시,중구,뇌병변,남자,341
202210,서울특별시,중구,뇌병변,여자,186
202210,서울특별시,중구,자폐성,남자,56
202210,서울특별시,중구,자폐성,여자,17
202210,서울특별시,중구,정신,남자,123
202210,서울특별시,중구,정신,여자,82
202210,서울특별시,중구,신장,남자,127
202210,서울특별시,중구,신장,여자,101
202210,서울특별시,중구,심장,남자,7
202210,서울특별시,중구,심장,여자,4
202210,서울특별시,중구,호흡기,남자,26
202210,서울특별시,중구,호흡기,여자,3
202210,서울특별시,중구,간,남자,29
202210,서울특별시,중구,간,여자,10
202210,서울특별시,중구,안면,남자,3
202210,서울특별시,중구,안면,여자,6
202210,서울특별시,중구,장루.요루,남자,27
202210,서울특별시,중구,장루.요루,여자,14
202210,서울특별시,중구,뇌전증,남자,12
202210,서울특별시,중구,뇌전증,여자,10
202210,서울특별시,용산구,지체,남자,1720
202210,서울특별시,용산구,지체,여자,1447
202210,서울특별시,용산구,시각,남자,566
202210,서울특별시,용산구,시각,여자,361
202210,서울특별시,용산구,청각,남자,643
202210,서울특별시,용산구,청각,여자,536
202210,서울특별시,용산구,언어,남자,41
202210,서울특별시,용산구,언어,여자,16
202210,서울특별시,용산구,지적,남자,326
202210,서울특별시,용산구,지적,여자,193
202210,서울특별시,용산구,뇌병변,남자,428
202210,서울특별시,용산구,뇌병변,여자,298
202210,서울특별시,용산구,자폐성,남자,114
202210,서울특별시,용산구,자폐성,여자,26
202210,서울특별시,용산구,정신,남자,149
202210,서울특별시,용산구,정신,여자,130
202210,서울특별시,용산구,신장,남자,226
202210,서울특별시,용산구,신장,여자,146
202210,서울특별시,용산구,심장,남자,12
202210,서울특별시,용산구,심장,여자,7
202210,서울특별시,용산구,호흡기,남자,33
202210,서울특별시,용산구,호흡기,여자,12
202210,서울특별시,용산구,간,남자,58
202210,서울특별시,용산구,간,여자,14
202210,서울특별시,용산구,안면,남자,4
202210,서울특별시,용산구,안면,여자,1
202210,서울특별시,용산구,장루.요루,남자,44
202210,서울특별시,용산구,장루.요루,여자,28
202210,서울특별시,용산구,뇌전증,남자,11
202210,서울특별시,용산구,뇌전증,여자,10
202210,서울특별시,성동구,지체,남자,2754
202210,서울특별시,성동구,지체,여자,2153
202210,서울특별시,성동구,시각,남자,635
202210,서울특별시,성동구,시각,여자,467
202210,서울특별시,성동구,청각,남자,922
202210,서울특별시,성동구,청각,여자,785
202210,서울특별시,성동구,언어,남자,80
202210,서울특별시,성동구,언어,여자,20
202210,서울특별시,성동구,지적,남자,427
202210,서울특별시,성동구,지적,여자,277
