통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202209,서울특별시,종로구,지체,남자,1329
202209,서울특별시,종로구,지체,여자,1102
202209,서울특별시,종로구,시각,남자,436
202209,서울특별시,종로구,시각,여자,250
202209,서울특별시,종로구,청각,남자,543
202209,서울특별시,종로구,청각,여자,428
202209,서울특별시,종로구,언어,남자,31
202209,서울특별시,종로구,언어,여자,16
202209,서울특별시,종로구,지적,남자,232
202209,서울특별시,종로구,지적,여자,164
202209,서울특별시,종로구,뇌병변,남자,329
202209,서울특별시,종로구,뇌병변,여자,211
202209,서울특별시,종로구,자폐성,남자,89
202209,서울특별시,종로구,자폐성,여자,18
202209,서울특별시,종로구,정신,남자,131
202209,서울특별시,종로구,정신,여자,126
202209,서울특별시,종로구,신장,남자,154
202209,서울특별시,종로구,신장,여자,101
202209,서울특별시,종로구,심장,남자,6
202209,서울특별시,종로구,심장,여자,8
202209,서울특별시,종로구,호흡기,남자,19
202209,서울특별시,종로구,호흡기,여자,6
202209,서울특별시,종로구,간,남자,30
202209,서울특별시,종로구,간,여자,13
202209,서울특별시,종로구,안면,남자,3
202209,서울특별시,종로구,안면,여자,3
202209,서울특별시,종로구,장루.요루,남자,24
202209,서울특별시,종로구,장루.요루,여자,10
202209,서울특별시,종로구,뇌전증,남자,8
202209,서울특별시,종로구,뇌전증,여자,7
202209,서울특별시,중구,지체,남자,1318
202209,서울특별시,중구,지체,여자,1106
202209,서울특별시,중구,시각,남자,417
202209,서울특별시,중구,시각,여자,271
202209,서울특별시,중구,청각,남자,486
202209,서울특별시,중구,청각,여자,409
202209,서울특별시,중구,언어,남자,22
202209,서울특별시,중구,언어,여자,9
202209,서울특별시,중구,지적,남자,184
202209,서울특별시,중구,지적,여자,119
202209,서울특별시,중구,뇌병변,남자,343
202209,서울특별시,중구,뇌병변,여자,188
202209,서울특별시,중구,자폐성,남자,56
202209,서울특별시,중구,자폐성,여자,17
202209,서울특별시,중구,정신,남자,123
202209,서울특별시,중구,정신,여자,82
202209,서울특별시,중구,신장,남자,125
202209,서울특별시,중구,신장,여자,102
202209,서울특별시,중구,심장,남자,7
202209,서울특별시,중구,심장,여자,4
202209,서울특별시,중구,호흡기,남자,26
202209,서울특별시,중구,호흡기,여자,3
202209,서울특별시,중구,간,남자,30
202209,서울특별시,중구,간,여자,11
202209,서울특별시,중구,안면,남자,3
202209,서울특별시,중구,안면,여자,6
202209,서울특별시,중구,장루.요루,남자,28
