통계연월,통계시도명,통계시군구명,장애유형,성별,등록장애인수
202502,서울특별시,종로구,지체,남자,1236
202502,서울특별시,종로구,지체,여자,1043
202502,서울특별시,종로구,시각,남자,411
202502,서울특별시,종로구,시각,여자,240
202502,서울특별시,종로구,청각,남자,543
202502,서울특별시,종로구,청각,여자,409
202502,서울특별시,종로구,언어,남자,26
202502,서울특별시,종로구,언어,여자,15
202502,서울특별시,종로구,지적,남자,224
202502,서울특별시,종로구,지적,여자,158
202502,서울특별시,종로구,뇌병변,남자,304
202502,서울특별시,종로구,뇌병변,여자,214
202502,서울특별시,종로구,자폐성,남자,98
202502,서울특별시,종로구,자폐성,여자,25
202502,서울특별시,종로구,정신,남자,121
202502,서울특별시,종로구,정신,여자,122
202502,서울특별시,종로구,신장,남자,166
202502,서울특별시,종로구,신장,여자,106
202502,서울특별시,종로구,심장,남자,7
202502,서울특별시,종로구,심장,여자,6
202502,서울특별시,종로구,호흡기,남자,17
202502,서울특별시,종로구,호흡기,여자,7
202502,서울특별시,종로구,간,남자,28
202502,서울특별시,종로구,간,여자,13
202502,서울특별시,종로구,안면,남자,3
202502,서울특별시,종로구,안면,여자,5
202502,서울특별시,종로구,장루.요루,남자,24
202502,서울특별시,종로구,장루.요루,여자,12
202502,서울특별시,종로구,뇌전증,남자,7
202502,서울특별시,종로구,뇌전증,여자,7
202502,서울특별시,중구,지체,남자,1213
202502,서울특별시,중구,지체,여자,1009
202502,서울특별시,중구,시각,남자,381
202502,서울특별시,중구,시각,여자,245
202502,서울특별시,중구,청각,남자,468
202502,서울특별시,중구,청각,여자,425
202502,서울특별시,중구,언어,남자,18
202502,서울특별시,중구,언어,여자,10
202502,서울특별시,중구,지적,남자,173
202502,서울특별시,중구,지적,여자,122
202502,서울특별시,중구,뇌병변,남자,310
202502,서울특별시,중구,뇌병변,여자,196
202502,서울특별시,중구,자폐성,남자,71
202502,서울특별시,중구,자폐성,여자,21
202502,서울특별시,중구,정신,남자,117
202502,서울특별시,중구,정신,여자,91
202502,서울특별시,중구,신장,남자,134
202502,서울특별시,중구,신장,여자,110
202502,서울특별시,중구,심장,남자,9
202502,서울특별시,중구,심장,여자,6
202502,서울특별시,중구,호흡기,남자,26
202502,서울특별시,중구,호흡기,여자,3
202502,서울특별시,중구,간,남자,26
202502,서울특별시,중구,간,여자,12
202502,서울특별시,중구,안면,남자,2
202502,서울특별시,중구,안면,여자,6
202502,서울특별시,중구,장루.요루,남자,25
202502,서울특별시,중구,장루.요루,여자,13
202502,서울특별시,중구,뇌전증,남자,8
202502,서울특별시,중구,뇌전증,여자,8
202502,서울특별시,용산구,지체,남자,1499
202502,서울특별시,용산구,지체,여자,1215
202502,서울특별시,용산구,시각,남자,497
202502,서울특별시,용산구,시각,여자,317
202502,서울특별시,용산구,청각,남자,625
202502,서울특별시,용산구,청각,여자,495
202502,서울특별시,용산구,언어,남자,38
202502,서울특별시,용산구,언어,여자,16
202502,서울특별시,용산구,지적,남자,315
202502,서울특별시,용산구,지적,여자,199
202502,서울특별시,용산구,뇌병변,남자,414
202502,서울특별시,용산구,뇌병변,여자,251
202502,서울특별시,용산구,자폐성,남자,127
202502,서울특별시,용산구,자폐성,여자,28
202502,서울특별시,용산구,정신,남자,135
202502,서울특별시,용산구,정신,여자,111
202502,서울특별시,용산구,신장,남자,229
202502,서울특별시,용산구,신장,여자,126
202502,서울특별시,용산구,심장,남자,9
202502,서울특별시,용산구,심장,여자,5
202502,서울특별시,용산구,호흡기,남자,33
202502,서울특별시,용산구,호흡기,여자,12
202502,서울특별시,용산구,간,남자,51
202502,서울특별시,용산구,간,여자,14
202502,서울특별시,용산구,안면,남자,4
202502,서울특별시,용산구,장루.요루,남자,35
202502,서울특별시,용산구,장루.요루,여자,26
202502,서울특별시,용산구,뇌전증,남자,10
202502,서울특별시,용산구,뇌전증,여자,6
202502,서울특별시,성동구,지체,남자,2547
202502,서울특별시,성동구,지체,여자,1971
202502,서울특별시,성동구,시각,남자,619
202502,서울특별시,성동구,시각,여자,467
202502,서울특별시,성동구,청각,남자,989
202502,서울특별시,성동구,청각,여자,808
202502,서울특별시,성동구,언어,남자,65
202502,서울특별시,성동구,언어,여자,19
202502,서울특별시,성동구,지적,남자,419
202502,서울특별시,성동구,지적,여자,282
202502,서울특별시,성동구,뇌병변,남자,595
202502,서울특별시,성동구,뇌병변,여자,426
202502,서울특별시,성동구,자폐성,남자,240
202502,서울특별시,성동구,자폐성,여자,34
202502,서울특별시,성동구,정신,남자,204
202502,서울특별시,성동구,정신,여자,191
202502,서울특별시,성동구,신장,남자,298
202502,서울특별시,성동구,신장,여자,208
202502,서울특별시,성동구,심장,남자,16
202502,서울특별시,성동구,심장,여자,13
